"author","title","post_time","like","hate","article"
"starkm","[問卦] 我是江瀚 你見不到我 因為我被車撞","Thu Dec 30 22:58:28 2021","209","135","我是江瀚 你見不到我
因為我在見你的路上
但路上好像被車撞了
有沒有江瀚八卦？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.12.103.133 (臺灣)
"
"mokjb4a","[新聞] 台中工安意外！男5樓工地跌落4樓 雲梯車","Thu Dec 30 22:47:45 2021","470","106","台中工安意外！男5樓工地跌落4樓 雲梯車救出送醫救治
2021-12-30 15:30 聯合報 / 記者劉柏均／台中即時報導
台中市今日下午驚傳工安意外。消防局於下午13時許獲報，東區育英路一處住宅工地，張
姓工人自5樓跌落至4樓，導致手、臉部右眼旁有撕裂傷，由於工地樓梯未完工，加派雲梯
車支援，所幸張男意識清楚，送往中國醫救治。
據了解，張男(46歲)當時正在工地5樓工作，卻因不明原因跌落至4樓受傷，其同事趕緊撥
打119求助，救護隊員到場時，張男手及臉部都有撕裂傷，意識清楚，但暫時無法站立或
自行移動，經過簡單包紮後，張男才能勉強站立，搭乘雲梯車離開，由救護車送醫救治。
對於案發情形及原因，張男均表示不清楚，至於是否有工地是否工安疑慮，還有待勞工局
進一步調查釐清。
台中市消防局表示，傷者位於施工中建物4樓，樓梯尚未完工，人力搬運有困難，於是加
派雲梯車協助，順利將傷患搬運下樓，由救護人員送往中國醫救治。
https://udn.com/news/story/7315/5999054
台中工安不意外
--
[猜謎] 什麼系畢業最適合賣壽司?
美術系
噓 XXXXHAY: 買壽司的台語，這樣樓下懂了沒06/25 02:52
噓 CraziPhone: 懂了啦幹 兇屁哦06/25 03:09
噓 qaz1530wsx: 又沒問雷三小06/25 04:55
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.61.165.146 (臺灣)
"
"KurakiMaki","Re: [問卦] 有翻唱比原唱還好聽的歌曲嗎？","Thu Dec 30 22:40:31 2021","563","128","※ 引述《rayisgreat (在過往中無盡徘徊)》之銘言：
: 如題
: 現在網路與技術發達傳媒流通快
: 有不少的歌曲在知名度打開後
: 會有其他歌手將原曲翻唱
: 有沒有翻唱版本比原唱還好聽/還紅的歌曲啊
: 有八卦嗎？
马保国热唱霍元甲！周杰伦哭了
https://www.youtube.com/watch?v=MBPRjfq_o64
【马保国】告白气球
https://youtu.be/BzyY2lOaqF8
69岁老歌手 周杰伦 《听马保国的话》
https://www.youtube.com/watch?v=h1C5rMeVONc
【Fake Kung Fu Master MV】馬保國渾元音 - 達拉鞭吧 | 閃電五連鞭
https://youtu.be/znnyNdAVwrU
【马保国】恋爱循环
https://www.youtube.com/watch?v=K7YAcdkKTf8
【马保国】鞭的魔法
https://www.youtube.com/watch?v=j-1vvU93mWc
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.174.70.119 (臺灣)
"
"jayzforfun","Re: [問卦] 設計師：窮人才去百元剪髮","Thu Dec 30 22:29:35 2021","17","32","小弟弟我以前也都是去剪百元理髮
想說死宅也沒人在乎剪了什麼幹頭
以前剪頭髮的頻率大概是三個禮拜一次
結果有一次去剪的時候碰到店長來剪
一看到就開噴說
我就不懂你們台北人
頭髮一定要等到長了才來剪
你知道我用的用具都是很好的嗎
你們這樣我用具一下就壞了
之類完全沒有邏輯的鬼話
看到這麼火大的老闆 小弟弟我也不敢跟他回嘴
怕他一火大拿剪刀戳我
只能說拍謝啦 啊就比較忙打發掉
自此之後我就不敢去百元剪髮剪了
寧願多花一點錢 讓人家來服務
還比較容易遇到正妹設計師
有的時候就是圖個方便 便宜倒不是重點
大概是這樣啦
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.164.200.147 (臺灣)
"
"johnhmj","Re: [新聞] 準備迎接歐戰？ 美航空母艦急轉彎","Thu Dec 30 22:19:17 2021","1","183","以下是蘇聯的奧爾洛夫將軍（Orlov）
與安納托利將軍（Anatoly Gogol）
在開會時的對話
奧：「以閃電戰術進攻、從北方派出10個裝甲師、加上5個以上裝甲師通過捷克斯洛伐克，
對抗具有可能性的防衛方案、5天內達成全面勝利！」
安：「這簡直是太瘋狂了！我們都知道這樣開戰會怎麼結束。北約會用核武反擊！」
奧：「肯定不會！西方世界是腐敗的、不團結的！西方世界吞不下我方核武報復的風險！歐
洲各地每天都有要求單方面核裁軍的示威抗議。」
安：「我實在看不出有什麼理由要冒開戰的風險來滿足你對於征服的個人偏執心理與渴望。
」
－1983年 電影 八爪女
https://imdb.to/32M6yfV
。
。
。
我一定是電影看太多了
※ 引述 《TonyKart (TK)》 之銘言：
: 　
: 準備迎接歐戰？ 美航空母艦急轉彎
: 　
: 　
: 中時新聞網 蘇尹崧
: 　
: 「美國海軍學會新聞網」（USNI）28日報導，美國海軍「杜魯門號」（CVN 75）航空母艦
: 打擊群，已暫停原定前往中東的行程，目前正於地中海停留。北大西洋公約組織（NATO）
: 先前警告，若俄羅斯進一步侵略烏克蘭，將付出「高昂的代價」。
: 　
: 根據報導，1日離開維吉尼亞州諾福克海軍基地（Naval Station Norfolk）和佛羅里達州
: 麥港（Mayport）、14日就進入地中海海域的「杜魯門號」航艦打擊群，並未依計畫通過
: 蘇伊士運河前往美國中央司令部（USCENTCOM）轄區，而是停留在希臘和義大利之間的愛
: 奧尼亞海（Ionian Sea）中。
: 　
: 美國歐洲司令部（EUCOM）發言人史畢克斯（Bill Speaks）上校確認，「杜魯門號」航艦
: 打擊群正在第6艦隊轄區範圍行動，但拒絕對未來行動發表評論；1名官員告訴USNI，此行
: 程變更獲美國國防部長奧斯汀（Lloyd Austin）許可，目的是向歐洲盟友證明美國對該區
: 域的安全承諾，但拒絕透露是否與俄羅斯大軍於烏克蘭邊境集結一事有關。
: 　
: 北約先前已在聲明稿中指出，對大量俄軍於烏克蘭邊境「無理由且不正當」的軍事集結表
: 達嚴重關切，呼籲其立即緩和局勢、藉外交管道解決問題，並強調該組織將「採取一切必
: 要措施」確保盟國安全，對烏克蘭的任何進一步侵略都會「產生巨大後果並付出高昂代價
: 」。
: 　
: 「杜魯門號」航艦打擊群除「杜魯門號」之外，還包括神盾巡洋艦「聖哈辛托號」（CG
: 56），神盾驅逐艦「柯爾號」（DDG 67）、「班布里吉號」（DDG 96）、「葛瑞夫里號」
: （DDG 107）和「杜漢姆號」（DDG 109），以及挪威皇家海軍「南森號」巡防艦（F310）
。
: 　
: 　
: https://www.chinatimes.com/realtimenews/20211229005850-260417?chdtv
: 　
: --
: ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.126.35.64 (臺灣)
: "
"jimgene","Re: [新聞] 柯建銘嗆沒修《地制法》升格不可行 王惠","Thu Dec 30 22:10:42 2021","323","112",": 柯建銘嗆沒修《地制法》升格不可行 王惠美：彰化最沒爭議
地制法不會修了啦
有沒有發現
這兩天，綠營的沒人再提修法了
應該說沒人敢提了
連總統都閉嘴不談了
本來想夾帶著公投的民意
硬修地制法
結果被國民黨撿到槍
滿身彈孔
連候選人都跑路了
彰化還在做夢？

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.240.168.24 (臺灣)
"
"lingino","[問卦] 怪物是小露那 太可愛了吧","Thu Dec 30 21:59:06 2021","444","177","居然是露那
跑步姿勢我以為是傳說對決的角色
挺可愛的
台灣還在他媽的華燈初上
韓國寧靜海拍的跟星際效應一樣
台灣真的有夠可憐

前面驚悚後面居然還能感人
有卦嗎？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.12.44.81 (臺灣)
"
"iampig951753","[問卦] 為啥想看個狗子臭一下yt都卡成狗","Thu Dec 30 21:42:55 2021","63","192","如題跨年沒人約
想看一下狗子跟觀眾比賽骨灰遊戲
但是最近yt到底在卡三小
只要看vt就卡欸
有人跟我一樣嗎？
https://i.imgur.com/5gYjsVj.gif
台灣的線路被yt放棄了嗎
有沒有八卦
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.218.222.198 (臺灣)
"
"goodjef","[問卦] 為什麼高鐵上有人這麼噁心？","Thu Dec 30 21:28:02 2021","1","118","剛從板橋上高鐵
一進車廂就一股噁心的味道
四處張望
原來是附近有人在吃鹹酥雞
一聞就覺得很難吃的味道
為什麼高鐵要開放吃這麼噁心的東西
為什麼有人這麼沒水準
 在密閉空間吃噁心鹹酥雞?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.1.227 (臺灣)
"
"cutiehoneyzu","[新聞] 韓國瑜將辦新書發表會 林昶佐憂罷免方「","Thu Dec 30 21:16:53 2021","268","74","韓國瑜將辦新書發表會 林昶佐憂罷免方「動能起來」
聯合報 記者潘才鉉／台北即時報導
無黨籍立委林昶佐的罷免案將在1月9日投票，林昶佐今天接受廣播媒體專訪時表示，中正萬
華選區的選民結構是「藍大於綠」，又逢高雄市前市長韓國瑜將在1月2日舉辦大型活動，令
他擔憂有極端人士動能的可能，因此，他再次呼籲支持他的人要出來投票。
林昶佐今天接受廣播節目「新聞放鞭炮」專訪時提及，由於他遭到罷免的理由太荒謬，像是
罷免方指控他跑地方行程是臨時抱佛腳，結果使用他與在地宮廟互動的照片，沒想到該宮廟
是他長期互動的好朋友，無論是否舉辦鄰里活動，他都經常前往拜訪。
主持人周玉蔻問他最近有沒有和台北市長柯文哲溝通，林昶佐說，有人在說藍白合等，要怎
樣加強罷免方陣容，但是想要參與罷免行動的人，一定要問在地基層。
林昶佐指出，中正萬華選區的選民結構是「藍大於綠」，他二次競選都是驚險過關，又逢高
雄市前市長韓國瑜將在1月2日舉辦大型活動，不免令他擔憂。
林昶佐表示，就他掌握的一些狀況來看，對方的投票率是很高的，令他很是擔憂對方的動員
能力，再加上1月2日韓國瑜要辦大活動，這些東西會不會讓一些極端的人有一些動能起來，
仍在注意這個波動，因此，他再次呼籲支持他的人就是要出來投票。
https://reurl.cc/7e2m91

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.141.160.166 (臺灣)
"
"b19880115","[問卦] 過了30沒便祕跟痔瘡算奇葩嗎?","Thu Dec 30 21:03:41 2021","101","38","聽到好多人在喊便祕跟痔瘡，因為本身沒這種困擾，但是剛剛看到
這則消息。
國人罹患痔瘡機率近9成！只有「第1級」能自癒，檢查你是第幾級？
https://health.tvbs.com.tw/review/324383
看了就驚呆了，雖然真的聽過不少人有這種困擾，但是我個人是沒有
30多歲還沒這個困擾，算奇葩嗎?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.226.98.135 (臺灣)
"
"tudo0430","[問卦] 八年級：老人跟阿宅才哈日","Thu Dec 30 20:47:45 2021","449","30","乳提
剛剛跟幾個同事聚餐
聊到跨年那天的行程講到看NHK的紅白
直接被幾個八年級同事嗆：
現在還哈日的都嘛阿宅跟老人
在台灣中國用詞已經滲透年輕人
韓國影視文化又強勢
反觀日本失洛不知道幾年只是老人宅宅在捧
聽到這番話我簡直氣到發抖
該如何回嗆回去讓他們知道厲害！？
有卦？！

--
？？？：「お嬢ちゃん、魔法少女になる気ないかい？」
女の子：「魔法少女？どうやってなるの？」
？？？：「簡単さ、まず吾の股間の魔法ステッキを握ったまま、手首を上下動かせて
　      、次第に魔法ステッキが大きくなるから。そう、その調子。最後に魔法ステ
　　　　ッキの先っちょから出る白い魔法薬液を飲んだら魔法少女になれるのさ。」
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.12.46.5 (臺灣)
"
"s088037","[問卦] 1月陽明會有多少人離職？","Thu Dec 30 20:31:56 2021","336","152","看到長榮員工領40個月
一堆陽明的員工出來投訴媒體罵公司
會不會有一波出走潮？？
陽明明年會不會有一堆職缺？？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.136.187.1 (臺灣)
"
"hydra3179","[新聞] 黃珊珊遭民眾黨批「白皮橘骨」柯文哲：無","Thu Dec 30 20:17:32 2021","43","200","1.媒體來源:
中時新聞網

2.記者署名:
黃婉婷

3.完整新聞標題:
黃珊珊遭民眾黨批「白皮橘骨」柯文哲：無黨籍選市長也不錯

4.完整新聞內文:
https://i.imgur.com/x8n0DD1.png
台北市副市長黃珊珊。（北市府提供）
https://www.youtube.com/watch?v=RV1uwBUQiug
黃珊珊遭民眾黨批「白皮橘骨」　柯文哲：無黨籍選市長也不錯
台北市長柯文哲屬意副市長黃珊珊當接班人，但其黨籍仍掛親民黨，引發民眾黨不滿，怒
批若不退黨就是「白皮橘骨」。柯文哲今表示，市長職務多處理民生問題，他認為掛無黨
籍也蠻好的，且世界趨勢也是如此，許多人都刻意用無黨籍去選。
台北市政府下午舉行防疫記者會，媒體詢問黃珊珊黨籍爭議一事。柯文哲指出，黃珊珊現
階段還是親民黨籍，他認為市長職務多處理民生問題，「有時候無黨籍也還不錯」，至少
沒有什麼黨派之分，有時候政黨競爭也麻煩。
柯文哲指出，如果黃珊珊選市長，他覺得無黨籍很好，而且觀察世界趨勢，包括日本東京
、大阪，還有韓國首爾，很多人都是刻意用無黨籍去選。
至於民眾黨中央委員必須要繳自籌款100萬，目前僅有3人達標、5人在籌錢。柯文哲則說，
今年疫情嚴重，都還有延租、延稅、減租及減稅措施，所以募款大家不方便時，再延3個月
也合理，給予寬限沒問題。

5.完整新聞連結 (或短網址):
https://www.chinatimes.com/realtimenews/20211230004552-260407?chdtv

6.備註:
中時報導在八卦應該算中立、客觀、不偏頗吧
現在民眾黨員是吃到國民黨鬥侯友宜的口水喔？
用黨籍問題批評、內鬥黃副市長
然後多數中央委員不繳交自籌款也不打算籌錢是想跳車？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.234.252.245 (臺灣)
"
"thewrestler","Re: [新聞] 震撼彈！台灣大哥大宣布合併台灣之星 穩","Thu Dec 30 20:05:30 2021","252","97","很好奇
當初從台哥大跳去台星開台的那批人，
當初全部官跳二級，
處長都變資深副總。
在台星日操夜操天天加班，
換得的是被併回台哥大，
然後被各種排擠冷凍，
逼你離職
中年失業
情何以堪啊
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.136.169.124 (臺灣)
"
"jhaoren","[新聞] 國營事業補助高雄經費多 侯友宜酸回：人","Thu Dec 30 19:55:25 2021","570","158","1.媒體來源:
Newtalk
2.記者署名:
新頭殼newtalk | 林昀真 新北市報導
3.完整新聞標題:
國營事業補助高雄經費多 侯友宜酸回：人家高雄本事比較大
4.完整新聞內文:
高雄市改建動物園，預計經費需近5億元，其中台電、中油、中鋼各補助8千萬，現在再傳
出明年動工的高雄市小港運動中心，台電、中油各補助1億3千萬元，引爆其他縣市不滿國
營事業補助爭議。新北市長侯友宜今(30)日受訪時，酸回「人家高雄本事比較大」，新北
「比較笨、比較憨慢」，只能更認真、更打拚把事情做好。
國營事業補助高雄市政府改建壽山動物園，網傳市府行文中鋼、中油、台電各補助8千萬
元，高雄市長陳其邁被酸是「五億市長」，高雄市府回應，指中油、台電不僅是高雄市有
回饋金，新北、台中也都有。
新北市府昨發聲明駁斥，國營事業除了每年對地方有例行性的睦鄰回饋經費，例如核電廠
、航空噪音等，並沒有對新北市政府辦理的重大建設個案給予專案補助經費。報載高雄市
政府聲明中所指的野柳漁港以及十三層點燈活動案，前者所屬單位為萬里漁會，後者所屬
單位為台電，皆非新北市政府辦理，請高雄市政府發聲明前，先做足功課，切勿混淆事實
。
對於高雄市府稱新北市也有收取國營事業回饋金一事，侯友宜表示，高雄本事比較大，有
辦法去討到這些東西(補助款)，「我們要欽佩人家，但我們沒辦法就要比較認真，我們比
較憨慢，就要更打拚」。
侯友宜說，新北市幅員遼闊，好好做事最重要，「希望能夠靠著做事勤能補拙，把憨慢的
部分補回來，我們認真打拚。」
5.完整新聞連結 (或短網址):
https://newtalk.tw/news/view/2021-12-30/689355
6.備註:
所謂的本事就是顏色正確。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.74.71.19 (臺灣)
"
"KasmirLo","[問卦] 卡滋堡","Thu Dec 30 19:44:55 2021","95","68","

Burg Katz
德國的一個城堡 直譯叫貓堡
在拿騷的戈爾斯豪森城
位在河邊 風景優美
可惜現在是私人住宅不開放

有人去過那一帶嗎
感覺如何
有謎有八卦


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 60.249.32.147 (臺灣)
"
"a874622","Re: [問卦] 蔣介石在三國時代是什麼水平的將領？？","Thu Dec 30 19:34:11 2021","268","38","※ 引述《ToumaKazusa (冬馬和紗)》之銘言：
: 一代偉人 民族救星 委員長醬開穴
: 北伐完成形式上的統一
: 帶領國軍戰勝八年抗戰
: 卻在之後4年輸到脫褲 只能退守當鬼島王
: 這種軍事水平在三國時代大概等同哪個將領呢？？
大陸網傳段子：【歷史總是驚人的相似】(內涵，請自行揣摩)
劉邦遊而不擊，項羽才是抗秦主力。項羽巨鹿等大型會戰九戰九捷，
劉邦打過什麼大型會戰?一分抗秦，二分應付，七分發展。
抗秦勝利後鴻門和談，項公仁慈，放走劉邦，後來經過廣武，滎陽，
垓下三大戰役才奪了天下。
後來劉邦又搞了一系列政治運動，屠戮功臣。導致偉大的韓副統帥死亡。
死後差一點讓老婆呂后奪了江山，幸虧周勃老帥，
陳平主席發動政變才沒讓革命果實被竊取。
後來經過文景二帝無為而治，韜光養晦，才取得了巨大經濟成就。
後來武帝上臺，一改前朝黃老治國理念，懲治貪汙，
削除地方諸侯蕃王，獨尊儒術，建立絲稠經濟帶，
其妻衛子夫能歌善舞，是其第二任皇后。
胡溫時期成都有個賣房子的廣告。
廣告圖中畫出夫差、曹操、蔣中正的像，然後配上三句話
「會稽山下不下手，越甲吞吳」
「青梅煮酒不下手，赤壁敗走」
「蔣公剿匪不下手，後來你懂」
https://tw.appledaily.com/international/20130925/MFZZR552V2TWUPG2LCUGCNACVI/
毛跟劉邦一樣是帝(黨)國創建者,大漢開國太祖
史記中秦始皇有夢到紅衣小孩和藍衣小孩搶太陽的夢境
藍衣小孩打紅衣小孩幾十拳,但紅衣小孩一拳打倒藍衣小孩搶到太陽
毛是赤帝子「劉邦」、老蔣是藍色「項羽」、江青是「呂后」、宋美齡是「虞美人」、林
彪是避開老蔣主力經營東北「韓信」、周恩來是「蕭何張良」、彭德懷是「樊噲」…，兩
段歷史也確有許多相似之處。
老蔣和項羽都是當時「軍閥聯盟」的共主，從項羽政權建立之始，各
地諸侯叛變就沒有停過。蔣政權也是一樣，從最早期「廣州商團事變」、北
伐後的「中原大戰」、福建十九路軍發動的「閩變」、
老共的「南昌暴動」(起義)、「秋收暴動」(起義)、「西安事變」、「皖
南事變」，再加上日本勢力造成的「918事變」、「128事變」、「熱河事變」……
老毛大躍進文革有它的歷史罪惡責任,
但現代中國重新中央集權
恢復國家軍事金融基層農村控制能力
是由毛澤東組織起來的
老孫老袁老蔣是項羽織田信長豐臣秀吉
是分裂歷史過渡時期梟雄
毛則是德川家康結束清朝崩潰歷史遺留
創建統一數百年紅色王朝的開國太祖
把蔣介石放在台灣歷史人物規格來看
如果 鄭成功是台灣漢族歷史上的黃帝 大禹
蔣介石 就是 台灣史上的 秦始皇 漢高祖
蔣介石用語言文字政治軍事征服同化了台灣人
建構了現今台灣的憲法政治軍事經濟組織
高等教育中研院 中科院清 交 中央  中山 輔仁  東吳
連民法刑法都是民國十七年那一套沿革修訂的
在中國史的規格老蔣就是項羽
在台灣史的規格 老蔣重要性只有
確立清朝統治台灣212年使漢人成為主流人口
的康熙皇帝才比得上 鄭成功家族稍短了些
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.171.86.146 (臺灣)
"
