"author","title","post_time","like","hate","article"
"QchchQ","[好雷] 蜘蛛人三 無家日 有人也對奈德厭煩嗎？","Thu Dec 16 18:43:26 2021","28","173","
奈德在前兩部的戲份還沒那麼多台詞
結果無家日整個爆多戲份
然後我是不太懂外國的笑點是不是都要講完話然後停頓一下 讓尷尬氣氛持續蔓延
整部戲只要有奈德出現就超不耐煩
MJ是女主角我忍
奈德到底忙什麼啊… 你不如把奈德的功用加在MJ上面就好
————
另外 綠惡魔也太耐打了吧
我相信荷蘭弟最後已經卯起來揍了
好像連嘴角滲血都沒有
我看美隊都沒那麼硬吧



--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.138.104.171 (臺灣)
"
"hellotonny","[討論] 其實今年是 2002 年吧 ??","Thu Dec 16 16:18:15 2021","121","205","想說要去看一下電影
結果打開片單看到了
蜘蛛人
駭客任務
哈利波特
惡靈古堡
今年到底是 2021年
      還是 2002年啦~~

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.166.155.23 (臺灣)
"
"USSBAT","[討論] 蜘蛛人無家日lego星戰人偶畫面","Thu Dec 16 12:20:28 2021","4","126","
防雷

防雷

防雷


防雷




＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿

靠近電影尾聲，大家都已忘了彼德
彼得孤獨一人
有幾個鏡頭感覺有故意去拍那個星戰帝國皇帝，好像被當成是好友奈德的象徵
感覺有刻意強調這個人偶的存在
似乎有重要紀念意義，類似其他電影裡的懷錶、老照片之類
這個部分有什麼梗嗎？
前陣子有溫習1、2集，依稀記得也有特別拍這個人偶，但實際場景想不起來……
好像是奈德拿帝國皇帝在手上，說了幾句臺詞？

-----
Sent from JPTT on my Samsung SM-A7050.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.45.149.110 (臺灣)
"
"jobshencbsil","[普雷] 美國女孩 ","Thu Dec 16 09:50:39 2021","74","175","
看這部片是因為被廣告台詞所宣稱的03年背景而吸引去看
僅管演員的演技都相當到位，情緒可以被表演漩染而帶出
但最大的敗筆在於劇情、光線及美術

劇情的部分就是超莫名其妙的家人一見面就開始互撕
完全沒有任何的撲墊或陳述
只是一句話不合就開始口角
僅管看了編劇的背景後可以了解他可能只是在講他自己的故事
但這關我屁事，我是觀眾我需要的是劇情代入而非直接就瞭解你家早就破碎

另外場景中有很多戲根本就毫無意義
像是到頂樓看鳥？然後呢？然後呢？
就沒有然後了，到底是交代這些要幹麻

此外，光線跟美術也很奇怪
光線莫名其妙把場景都打得很黑，也因此讓整個搭景顯得陳舊
可是現在3-40年老公寓在03年時根本就算新屋
你把景做得這麼舊，光打得那麼暗是在幹麻？

此外，這不知道要放劇情還美術講的大概就是對於整個03年背景的搭建
劇情上對於描述03年時台灣遇到產業轉型的困境是很無力的
一個家庭在看3-4千萬的房子(這價格在今天大概要破億了)，
然後讓女兒念私校
卻又在靠北房子漏水沒辦法修
這真的有認真想過是在講什麼嗎？
另外為了去說服大家那時候是03年而努力去用03年流行5566
也實在是畫蛇添足
孫協志禿頭又怎樣？21年的我們知道他就算禿頭還當過lamigirl的團長 爽得很
這種太過用力的描述，其實根本就不是劇情片所需要的

總而言之，演員的表現非常好，但劇情部分就稀稀疏疏
至於為什麼能劇情能入圍，我也懶得去想了
另外這樣的心得文，應該又有一些文藝派的人來嗆說到底是在寫什麼了吧
你們那種千篇一律寫了沒人看得電影心得格式
就流著自己爽吧
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.169.4.187 (臺灣)
"
"Goldpaper","[新聞] 魏德聖宣佈《臺灣三部曲》劇組持續停工　","Thu Dec 16 02:23:21 2021","187","160","魏德聖宣佈《臺灣三部曲》劇組持續停工　四大原因曝光：資金只是其中一項
新星聞／新星聞 2021.12.13 14:52
新星聞雷報／台北報導
《臺灣三部曲》製作團隊身負國內外群眾的支持與期盼，籌備過程遇到種種困難，也因為
疫情和種種原因，導演魏德聖今天（23日）宣布電影繼續停工，直到尋求資金到位的決定
。團隊也推出在疫情爆發前，劇組下足苦功打造的服裝造型設計工作影片，讓支持的眾人
知道《臺灣三部曲》準備之龐大與精細。

後續，劇組仍以完成《臺灣三部曲》劇情片為第一優先，但同時也思考各種可能性，例如
可能將原本的劇情長片改以動畫電影形式完成，一樣推出三部動畫電影，完整呈現導演魏
德聖創作的劇本故事，但各種做法團隊仍在研究中。關於目前的狀況和決定，導演魏德聖
也親自說明：「要跟大家宣布，《臺灣三部曲》持續停工的狀態，其實我有很多掙扎和不
捨。多年的努力和心血到底要停到甚麼時候才能重新啟動呢？我們還是想要完成，但在現
在的情況之下，我們真的遇到很大的困難。會有持續停工的決定，也是經過多次討論和研
究，主要有以下原因：
1. 從今年五月，臺灣爆發本土疫情，雖然已趨控制，但都還有確診案例發生。而且國際
上持續的變種病毒擴散與新增的新聞，實際上已對需要數百人大規模人力群聚的電影拍攝
，造成極度的困難與成本提高。而且《臺灣三部曲》需要跨國人才協力製作與出國拍攝，
但目前許多外籍團隊及外籍演員根本連入境都無法入境，更如何談到出國拍攝的可能呢？
且在世界各地疫情依舊反覆變種蔓延的時刻，實在難以在近日達成。
https://ni.yam.com/20211214/20397ba6-c3df-4684-a1a8-ee87ac0c48ef.png
魏德聖導演今日宣佈《臺灣三部曲》電影繼續停工。圖／米倉影業提供
2. 近年世界極端氣候現象頻頻發生，突然的暴風暴雨的臺灣氣候也常導致場景破壞、工
作中斷或災害發生，造成長時間拍片的難處和損失。《臺灣三部曲》預計至少需1年半的
拍攝期，搭景地遍佈臺灣各地，要面對這麼長時間的場景維持和拍攝，勢必需要更多經費
來準備面對不可預期的極端氣候因素。
https://ni.yam.com/20211214/edc9fb3b-2cbf-4cce-906e-3e9d65cf0217.png
資金與極端氣候也是長期拍攝的困難點之一。圖／米倉影業提供
3. 因為疫情與天候影響，之前投入《臺灣三部曲》的準備與經費，實已造成相當的損失
。之前來自投資人、群眾募資、企業贊助的每一分錢，我們都花在電影的準備工作上。包
含：田野調查、文史考究、美術設計、場景搭建、勘查場景、道具製作、服裝設計製作、
髮型造型製作、演員簽約、演員訓練、動物訓練、動作設計、視覺特效準備…等。但是疫
情和天氣的不可控制，都造成現階段目標無法達成並停工，所需成本也持續累積增加。
https://ni.yam.com/20211214/9b1ae096-d8ed-4df6-bf9a-4edb35059c08.png
劇中人物造型曝光。圖／米倉影業提供
4. 找錢本就非常困難，特別是現在反覆的疫情，難度更高，許多原本可能的資金投入者
，全部因疫情而卻步。尤其我們在這幾年以來，都一直還爭取不到任何來自政府的資金支
持，雖然我們仍會不放棄地努力積極爭取。但在基礎預算沒有到位的狀況下，要完成《臺
灣三部曲》拍攝，是極度困難的。因為一旦開拍，就無法說停就停，百分之七十的預算消
耗更是會集中在開拍的期間，我也不可能邊拍邊找錢。現在的狀況實在無法說要重新啟動
，就能馬上啟動，復工籌拍。
https://ni.yam.com/20211214/9515349d-7b86-4979-88bf-ab2cde344998.png
魏導在之前的企業募資講座就提到過在疫情時代找錢更是難上加難。圖／本報資料照
要暫停《臺灣三部曲》劇情長片的拍攝，魏德聖表示：「對我來說真的非常不容易，我有
很多的不甘心，不甘接受這樣的狀態，也對之前付出時間、心力準備的劇組工作人員、演
員致上最深的抱歉，沒有辦法讓大家在現在繼續走下去真的非常抱歉。但，我們的夢想還
在，我還會繼續努力尋找資金，不會放棄拍攝的信念。不過，我不能繼續綁住劇組工作人
員，他們還要養家、他們還要賺錢生活啊。只希望之後能找到資金，努力把大家再找回來
，繼續完成《臺灣三部曲》。」今天推出的造型設計篇花絮影片，也分享給大家，一起看
見劇組人員做了多少的努力和準備。在尋求資金和等待大環境變化的同時，我們也會同時
思考各種不可抗力之下的應變作法，包含
研究
《臺灣三部曲》製作成動畫片的可能性和機會點，也會先請教藝術總監種田先生及製作中
的《達娜米》動畫團隊的專業評估和是否可行。

The post 魏德聖宣佈《臺灣三部曲》劇組持續停工　四大原因曝光：資金只是其中一項
first appeared on 新星聞 Next Star News.
https://n.yam.com/Article/20211213819358
備註：主要原因覺得是第四點，政府應該要好好珍惜魏導這樣的導演，給予補助，到時候
被重金挖到其他國家，真的很可惜！
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.158.126.254 (臺灣)
"
"a80568911","[普雷] 《蜘蛛人：無家日》：情懷加成罷了，劇本","Thu Dec 16 00:17:38 2021","213","152","《蜘蛛人：無家日》：
.
.
.
.
有雷
.
.
.
.
.
.
.
.
.
.
.
看過漫威宇宙蜘蛛人平庸的前兩集，就有預感第三集也不會太出色，果不其然，即便是大肆炒作的三代同堂與反派雲集，也不過是情懷加分，劇情邏輯是一大弊病，三部曲統一的歡樂氛圍更是讓回歸人馬的人設混亂，在一搭一唱的笑料過後，是尷尬與空虛。
整部片實在沒什麼邏輯，從奇異博士莫名降智，不惜使用法術只為實現一人願望而影響全球人類；再到蜘蛛人反叛奇異博士卻只為了幫助素未謀面的反派變成好人；更別提梅嬸那股不知何來的堅持，死命要蜘蛛人幫助反派。部分橋段姑且視作劇情需要忽略一下也就算了，但當氣氛開始嚴肅，當梅嬸再度說出整個蜘蛛人系列最重要的那句名言「能力越大、責任越大」時，全片令人不安的邏輯炸彈便直接引爆，哪怕賜死角色也顯得可笑。商業娛樂電影多數在劇情上鑿斧不深，但此片劇本可說是隨便與硬來的令人白眼。
人物性格崩毀是三代同堂失敗的地方，似乎不管哪個角色在原本的系列被塑造成怎樣，到了漫威宇宙便都成了笑料大師，或者說現在的漫威都是這個調調，對人物的性格滿不在乎，只要觀眾覺得好笑才是重要，陶比蜘蛛人的生澀老實、加菲蜘蛛人的瀟灑寫意，皆不復見。另外，反派在原片的目的與立場也是充滿矛盾，在原系列鼻屎大動機的沙人在本片出場就示好，後面為何變卦？電光人在原片遭哈利煽動而起的嫉妒攻心，到了此片卻似乎成了兒戲？只有戲份較多且演員回歸的綠惡魔與八爪博士還有點意思，而CGI回歸的綠蜥蜴戲份少得無存在感，沙人的臉部合成則是使用原ꐊ顴嬪髐Q分明顯，至於傑米福克斯演出的電光人，在樣貌上與原片有不少的差異，難以入戲，那俐落平頭讓我想到《玩命再劫》。
最後的結尾實在拖得太長，蜘蛛人在無人記起他之後到底獲得何種成長？漫威只告訴你下回揭曉，卻不打算在一部電影裡完成故事該有的弧線，超過兩小時的片長，多數是免洗笑料與情懷加成，若漫威沒有選擇無三代同堂，便只是一部再普通不過的墊檔片。當然，若單論對前兩個蜘蛛人系列的老情懷，《蜘蛛人：無家日》在很多時候還是讓人感動不已，這點或許會讓多數觀眾選擇忽略的劇情的漏洞，畢竟能讓這麼多著名角色出場，確實難能可貴。
#蜘蛛人
#無家日
#三代同堂
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.71.214.101 (臺灣)
"
"edward1985","[  雷] 蜘蛛人-無家日問題","Wed Dec 15 23:21:45 2021","153","61","
雷文防雷資訊頁

~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~

~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

看完蜘蛛人無家日了
想問大家一個問題

如果蜘蛛人在奇異博士最後施遺忘咒時
沒有先離開MJ跟耐德
那後續會如何發展？
其實我是覺得蜘蛛人後面沒有沒有離開的必要！

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.127.113 (臺灣)
"
"magiccello","[討論] 哪一代蜘蛛人比較慘？","Wed Dec 15 21:58:23 2021","85","48","無家日防雷線，不喜勿入

























一代陶比蛛穿過奈德傳送門後
有跟加菲蛛聊到生活
感覺他就過得不錯
應該是有跟瑪莉珍結婚吧
但慘的地方是班叔跟好友哈利掛了
二代加菲蛛有交代雙親死掉所以才給梅姨扶養
但其他兩代應該也是沒有父母吧
慘的地方是沒救到心愛的女人

三代今天看完電影感覺最慘
原本有一個最正的梅姨
還有一群強大的後援團（復聯）
女朋友跟死黨也都一把抓
結果搞到最後梅姨死在懷裡
全世界的人都忘記他
根本就是從天堂掉到87層地獄

來說說三代蜘蛛人你覺得誰比較慘
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.229.169.252 (臺灣)
"
"coke5130","[暴雷] 蜘蛛人無家日首映初刷心得 (有雷慎入)","Wed Dec 15 19:21:14 2021","260","23","
雷文防雷資訊頁
本篇內容有蜘蛛人3無家日的暴雷，請慎入。









漫威此部是接續蜘蛛人2離家日的劇情，同時也銜接第三階段及第四階段，
預告片裡有前二代的反派參與，與劇情相關，
隱含觀影前，最好對於前二代的劇情有所認識，會更佳。
再次說明，以下內容暴雷，請慎入。








以下即將進入主文，請留意！
~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~





~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
蜘蛛人無家日首映日初刷心得，暴雷慎入

一、前言：
漫威系列最厲害就在於，把前後作品連起來，
讓你想看一部，又一部，又再一部。
個別劇情當中的串接、呼應，及彩蛋的烘襯，隨著一部部的劇情堆疊，
開展一個龐大而複雜的宇宙。

無家日最重要的意義在於，將蜘蛛人完整地接回漫威，開啟漫威第四階段，
劇情依此兩個主軸建構發展，
蜘蛛人線：初代(陶比)、驚奇(安德魯)、漫威(湯姆)大團圓。
漫威宇宙線：從終局之戰、離家日、無家日，
            接奇異博士2等引入漫威第四階段。(多重宇宙)
(咦，我好像忽略掉了甚麼氣跟甚麼族的)

二、觀影前建議：
蜘蛛人線：
陶比初代版、安德魯驚奇版，需看過，有複習更好，
忘得差不多的，會影響20~30%，
像我就忘得差不多，只記得大概，看完稍微缺乏完美銜接感。
沒看過會若有所失，劇情裡佈下許多的感動點會touch不到
並不是不行，只是會對於劇裡的眾多角色感到陌生，
基本上大團圓就像開同樂會那樣，角色出現時的安排讓觀眾驚喜與感動，
少了這個部分會很可惜。
漫威宇宙：
離家日是基本必要的，
影集部分先看洛基、或至少對大綱有個概念
汪達幻視(可擇)、What if(可擇)


三、整體心得：
在蜘蛛人線作適當的ending，了卻當年蜘蛛人離家出走之憾，
也一圓陶比迷、加菲迷的心願，是""承""，
擺在漫威第三階段，接續第四階段前，引介多重宇宙的重任，是""啟""，
多重宇宙要解釋或演譯上會有很高難度，
講多了容易像上課缺乏樂趣，
講少了觀眾的疑問無法滿足，會霧沙沙，
無家日承先啟後算是安排得很恰當，
湯姆版的蜘蛛人比較陽光，可能跟選角或是劇情設定就比較熱血少年有關，
即便對前二代沒看過或不熟悉，並不影響漫威線，
但會少了對蜘蛛人系列的缺憾。
整體評價我給9.5分


四、彼得帕克：
超級英雄與個人生活之間，真的很難拿捏，
許多超級英雄的電影都有針對這一點發揮，
像是超人、蝙蝠俠等，其實超能力之外，終究還是一般人，
有自己的家庭、親情、友情、愛情在，
面對著世俗的眼光，英不英雄對世人而言，未必能用一致的角度去探討，
每一代的彼得帕克都會面臨至親之人驟逝的痛苦，甚至有黑暗面，
我原本以為湯姆版相對比較和諧一點，
結果看了兩集最終還是要放進親人掛點這橋段，
催你淚不留情！
話說Marisa Tomei演甚麼都真的是很迷人啊
順道一提，RDJ跟Marisa，
其實這兩位很早以前就有對手戲了，據說還曾經交往過，
1992《卓別林與他的情人》（Chaplin）及
1994《我心屬於你》（Only You）
喜歡浪漫愛情戲的捧友們，推薦找Only You來看喔


    陶比：先前網傳外流消息就提到陶比是以大叔角度出現，
          多了一份成熟感，而且整體身材還維持得不錯，
          不過稍微有點出戲的感覺，就好比你知道他是陶比版的彼得，
          劇情裡他從多重宇宙來到這邊，但眼前出現的他，
          有那麼一點點不是太專注融入劇情，
          是不是太久沒演戲的關係，
          還是導演希望他表現得是經歷過三集風風雨雨歷練的蜘蛛人，不得而知
          在跟湯姆談話以及最後阻止湯姆的那一幕，
          他表現出老大哥的樣子，值得讚賞。
          很高興看到他回來。
    加菲：我比較期待看到加菲，他的出場也的確令人驚喜，
          很可惜我挑的這場沒那麼多人比較安靜，聽到其他場鄉民說大家鼓掌叫好，
          還真是羨慕！
          這集戲外影迷都敲碗要還他公道的感覺，的確是喔，
          也有嘴了驚奇版，(my back, you are amazing等)
          最令人痛心的墜樓那一幕，對於終於救回MJ(及對關的惋惜)
          也著實地看到他的演技，
          不多說，觀眾直接飆淚，
          能夠看他再演一次彼得帕克，真的很過癮。

    湯姆：三個蜘蛛人當中，最不悲慘的就是湯姆版了，
          或者說他表現得比較生嫩，第一次看返校日就覺得，
          這演員太嫩了，
          不過跟著復仇者聯盟一路走來，整體演出算是越來越成熟了，
          差點忘了他還是浩劫奇蹟裡的大兒子呢，真的是成長很多，
          這集他在心境上遇到很大的困難，
          被揭露真面目、不捨讓全世界要忘記他，遭遇強敵、梅嬸掛了、
          最後連自己的所有都放棄了，讓世人遺忘，
          真的是呼應片名No way home，
          他這次的演出很不錯，
          我不確定他之後是否會繼續扮演漫威蜘蛛人，應該會吧，
          既然已經回歸，第四階段的蜘蛛人也是不可或缺的。




五、彼得帕克與史塔克工業：
    因為奇異博士的咒語，彼得帕克被遺忘了得要重新開始生活，
    我不確定史塔克遺留下給他的，後續要怎麼交代，
    片尾有演管家Happy不認得他了，
    或許藉由多重宇宙的可能性，保留了許多可以發揮的空間，
    但這一集裡仰賴奈米蜘蛛人裝及史塔克的科技，就這麼切斷似乎留下了些許疑問，
    另方面我也好奇史塔克工業的科技，總是要繼續在漫威宇宙留存，
    比較合理吧

六、奇異博士：
    其實我還真不懂，咒語到底是怎麼連上多重宇宙的，片尾彩蛋也有預告奇異博士2，
    奇異博士找汪達時談到多重宇宙，相信會有後續解釋；
    影集洛基的結尾，征服者康提到多重宇宙的抑止隨著他的死亡而重新展開，
    但其實看完還是有些模糊，
    多重宇宙彼此之間要怎麼跨越時空間，應該也還很有得演。


七、奈德與MJ：
    彼得要怎麼跟他們重新再相聚，這很顯然的後頭還有戲，
    新的三部曲會不會繼續演下去，還是會不會全部換角，
    這很難說，可能也還要很久以後吧，
    眼下漫威的重心應該會先擺回其他線，就只能再期待了。
    順便嘴一下J.K.西蒙斯，其實是要讚揚他的演技，
    他的演出真的是很顯眼，
    2001危險情人裡很孬的夥伴、
    2009型男飛行日誌的Bob
    2012禁運品裡的強悍船長
    2014進擊的鼓手的Fletcher
    演出號角日報的J. Jonah Jameson，真的就是令人討厭啊




八、打鬥動作：
    特別講一下這一點，漫威之前會設計多個主角的combo技，
    這次是三個蜘蛛人的combo，滿讚的，
    但其實動作快到一時很難分清楚現在是哪個彼得；看到這一段時稍微有點亂，
    反派人也很多，打鬥混亂也在所難免。
    先前預告一打三的畫面，也確實是三打三，不過因為人多戲份分散
    我反而覺得打鬥並不是本片的重點。

九、整體戲份及驚喜度：
    漫威的預告大概都只有前幾分鐘，這描述差不多中肯，
    中後段的場景、劇情等，就留到戲院給觀眾了，
    主角一下變成三個，反派也變成好幾個，
    預期每個人戲分都分到一些但都不會太多，
    不過重點是三代同堂的戲份算很是滿滿的誠意了


總結：
    喜歡蜘蛛人的影片，不管是陶比、加菲或湯姆，都不會想錯過無家日這版本的，
    醉心於漫威宇宙，我覺得他也適度的接穩並繼續傳棒下去，當然也不會錯過的，
    從返校日、離家日、無家日來說，三部曲算是完好的交代了
    關於彼得帕克發生的一切，
    三代終於同堂，而且整體設計得還不錯，每一代都有足夠的戲跟交代，
    儘管要拿來跟復仇者比，稍微還是薄弱了一點，
    畢竟復仇者裡的角色都有在其他篇幅的鋪陳，
    三代蜘蛛人算是各自發展，在這集團圓收尾，滿棒的啊





彩蛋：
    彩蛋一講的是猛毒，標準劇終彩蛋很短。
    彩蛋二講的是奇異博士，幾乎是預告了已經。但要坐很久才看得到，

    以上，有機會應該會二刷，或是如果Disney+很快會上的話，再來嗑蜘蛛宇宙。
    下周三，要來準備看駭客任務4了，哈哈！謝謝收看！




--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.243.19.188 (臺灣)
"
"hellotonny","[好雷] 蜘蛛人3無家日 結局 BUG 問題 ~~","Wed Dec 15 17:27:29 2021","373","76","雷文防雷資訊頁

~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~








~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

想問最後結局啦
的確是非常感傷，最後所有人都忘記彼得帕克
但是這就是一個 BUG 問題了
就是為什麼不能咒語設定成
""讓全世界的人忘記蜘蛛人是彼得帕克""
卻要設定成
""讓全世界的人都忘記彼得帕克""
最後搞到 MJ 也忘記了 彼得帕克
變成完全的陌生人
而最後 彼得帕克 與 MJ 的咖啡店對話
就讓我回想起 陶比的蜘蛛人 1
陶比知道自己成為蜘蛛人會有很多敵人
所以最後喪禮上果斷的拒絕了 MJ
避免以後讓 MJ 有危險
而現在湯姆荷蘭的蜘蛛人也是
最後選擇離開，這樣 MJ 也就不會再有危險
多麼感傷的結局呀~~



--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.166.151.134 (臺灣)
"
"zoids","Re: [好雷] 蜘蛛人3：無家日 跟一點小小疑問? (有雷)","Wed Dec 15 15:12:53 2021","232","71","只留下問題
: 1. 前面出現的那個律師是誰 跟梅、Happy、小湯聊完沒什麼大事後面就沒畫面了
:    在其他地方得到的回覆是夜魔俠
:    有必要為了後面的電影去特別補影集嗎
那個人是夜魔俠
接磚頭也是暗示他在這個宇宙也有超能力
或
暗示他也已經是夜魔俠
影集宇宙目前怎麼跟電影宇宙結合還未知
可能只是沿用相同概念 但放棄Netflix搞的劇情
等等台灣時間16點的鷹眼高機率有金霸王
可以看看會不會說明更多
: 2. 梅嬸問八爪博士要白開水還是加鹽水
:    這個笑話是聯想八爪=章魚開的一個幽默?
是
地下室問名字他們會笑也是同樣的梗
屬於語言梗
“Oct”這個代表”8”的字根
在現代人語境裡最常碰到的地方就是章魚。
八爪博士也只有四爪
比較不是從畫面聯想
: 3. 小蜘蛛人在鏡次元中喊說XX曲線，史帝芬你也懂幾何?!
:    然後用蜘蛛絲困住博士
:    有人還記得那段台詞是甚麼嗎
:    他是沿著特定曲線移動的建築上蜘蛛絲綁住博士?
阿基米德螺線
古希臘有名的幾何問題之一
生活中的應用是CD和扳手
這邊提到是要表達彼得是用計算得出鏡次元裡的運動規律
所以他到處噴絲，之後可以完美纏住博士
: 4. 加菲用哈姆立克法幫陶比治療背痛...
:    有致敬以前的哪部電影嗎
:    有幾個蜘蛛人橋段看了有點尬..
托比第二集裡摔到好幾次背
當年不拍蜘蛛人4也是用背痛當理由
: 5. 陶比最後被一刀捅穿 怎麼還像沒事一樣..
被捅習慣了吧OUO
: 6. 按照洛基影集時間線的邏輯 反派跟兩代蜘蛛人是被送回新的時間線?
:    畢竟諾曼都死而復生了?
沒講，說不定一回去就被TVA抓走

: 7. 所以結局大家都忘了小蜘蛛人，以後沒意外湯姆不會出現在漫威電影了嗎
應該還是會 但老實說這招是險棋
比如以後怎麼跟復仇者見面
還有一些bug比如Happy如果不記得彼得
那他怎麼認識梅姨？
是有了新的認識原因
還是？
史塔克那些科技和記錄又？
老實說以後容易有bug
以後難辦了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.13.131.251 (臺灣)
"
"lgng66133","[情報] 2021 鳳凰城評論家協會 入圍名單","Wed Dec 15 12:30:43 2021","573","135","最佳影片
《在車上》
《甘草披薩》
《犬山記》
《史賓賽》
《西城故事》
最佳外語片
《在車上》｜日本
《上帝之手》│義大利
《小媽媽》│法國
《鈦》│法國
《世界上最爛的人》｜挪威
最佳紀錄片
《漂浪人生》
《The Sparks Brothers》
《靈魂樂之夏》
《Val》
《優雅與殘酷之間：The Velvet Underground》
最佳動畫片
《魔法滿屋》
《路卡的夏天》
《米家大戰機器人》
《尋龍使者：拉雅》
《維沃的精彩生活》
最佳導演
Paul Thomas Anderson《甘草披薩》
Wes Anderson        《法蘭西特派週報》
Jane Campion        《犬山記》
濱口竜介            《在車上》
Steven Spielberg    《西城故事》
最佳男主角
Nicolas Cage        《豬殺令》
Benedict Cumberbatch《犬山記》
Andrew Garfield     《倒數時刻》
Joaquin Phoenix     《C'mon C'mon》
Denzel Washington   《馬克白》
最佳女主角
Olivia Colman  《失去的女兒》
Lady Gaga      《Gucci：豪門謀殺案》
Alana Haim     《甘草披薩》
Nicole Kidman  《成為里卡多之路》
Kristen Stewart《史賓賽》
最佳男配角
Bradley Cooper  《甘草披薩》
Mike Faist      《西城故事》
Ciarán Hinds    《Belfast》
Kodi Smit-McPhee《犬山記》
Jeffrey Wright  《法蘭西特派週報》

最佳女配角
Caitriona Balfe《Belfast》
Kirsten Dunst  《犬山記》
Ariana DeBose  《西城故事》
Rita Moreno    《西城故事》
Ruth Negga     《白色通行證》
最佳劇本
《甘草披薩》Paul Thomas Anderson
《犬山記》Jane Campion
《在車上》濱口竜介、大江崇允
《C'mon C'mon》Mike Mills
《成為里卡多之路》Aaron Sorkin
最佳攝影
《馬克白》Bruno Delbonnel
《沙丘》Greig Fraser
《西城故事》Janusz Kaminski
《夜路》Dan Laustsen
《犬山記》Ari Wegner
最佳配樂
《法蘭西特派週報》Alexandre Desplat
《犬山記》Jonny Greenwood
《史賓賽》Jonny Greenwood
《復仇之淵》Jeymes Samuel
《沙丘》Hans Zimmer
最佳喜劇電影
《瞎趴姐妹》
《法蘭西特派週報》
《甘草披薩》
《Red Rocket》
《Shiva Baby》
最佳恐怖電影
《糖果人》
《迷離夜蘇活》
《疾厄》
《The Night House》
《鈦》
最佳科幻電影
《沙丘》
《米家大戰機器人》
《噤界II》
《尚氣與十環傳奇》
《自殺突擊隊：集結》
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 203.163.205.230 (臺灣)
"
