"author","title","post_time","like","hate","article"
"valdez","[新聞] 台股氣焰強 郭哲榮:外資將上演求饒式買盤","Wed Nov 24 09:38:08 2021","227","44","
原文標題：
台股氣焰強 郭哲榮:外資將上演求饒式買盤
原文連結：
https://ctee.com.tw/stock/insights/553557.html
原文內容：
最新美元指數一度突破96.6點，創下2020年7月以來的新高，讓全球股市及台股逢高拉回，但是FED才剛剛宣布11月啟動縮減QE，為何美元指數上升的幅度超乎預期？筆者認為，主要不是縮減QE或明年的升息預期，追根究柢還是通膨率居高不下，不過筆者最新的看法是通膨將會觸頂下滑。
因為近期的高通膨是由於新冠疫情再起，德國單日確診人數6.5萬人創新高，奧地利開本波封城的第一槍，第四次進入封城狀態，不過按照筆者研究，疫情每120天就會進入一個循環，例如印度、日本，都有進入一個高確診數的高峰期，但是120天就會過去。
而且，全球疫苗生產量相當足夠，也有越來越多的國家決議打第三劑疫苗，延長疫苗的保護力，所以FED主席鮑爾一直強調，通膨是暫時的，是由短期因素驅動，其實和筆者的看法同出一轍。另外，鮑爾成功連任FED主席，另一位鴿派理事布蘭納德任副主席，鷹中帶鴿的政策會延續下去，再加上通膨會在可預見的未來被控制下去，對股市都是加分的。
因此，筆者認為儘管台股這波同步修正回測頸線，但是台股再突破18,034點的目標不是南柯一夢，外資賣超的金額沒有比想像中多，甚至櫃買指數還繼續創14年新高。所以外資非常可能上演「求饒式買盤」，為何會求饒？就是因為台股表現大大優於其他亞股，當台股再往上創高，外資將不得不買進，會投降求饒，所以過去兩年外資賣超台股的金額，加上的領取的股息，已高達2兆元之多，只要回來幾百億、幾千億，台股會很輕鬆突破18,000點，甚至年底再挑戰19,000點，這是非常可能的事，到時候大多頭行情一啟動，空手的人將陷入不得不買的「囚牢」困境，求饒飆股不要먊曲o太快。
（摩爾投顧郭哲榮投資長）
※本資料由摩爾投顧提供，其內容僅供參考，本公司恕不負任何法律責任，亦不作任何保證。

心得/評論：
哲哲說的求饒式買盤又來了啦，外資要求饒買股了嗎？不管怎樣我先求饒了Orz，年終獎金靠台股上萬九了…

-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.125.182.250 (臺灣)
"
"zakijudelo","[新聞] 歐元區11月PMI回溫 斷鏈與疫情威脅展望 ","Tue Nov 23 23:56:37 2021","338","140","原文標題：
歐元區11月PMI回溫 斷鏈與疫情威脅展望
(請勿刪減原文標題)
原文連結：
https://bit.ly/3CKkx1O
(請善用縮網址工具)
發布時間：
2021/11/23  23:00
(請以原文網頁/報紙之發布時間為準)
原文內容：
歐元區11月商業活動回溫，走出10月的低迷，法國服務業表現又格外強勁，創下近4年最大
擴張步伐。然而供應鏈瓶頸揮之不去，且歐洲疫情復燃，使得歐洲短期經濟展望籠罩陰霾。
根據研究機構IHS Markit 23日公布，歐元區11月綜合採購經理人指數（PMI）初值由10月的
54.2升至55.8，自10月的6個月低點反彈，並超越市場預期。華爾街日報調查經濟學家意見
，原預期數據降至53.2。
IHS Markit首席經濟學家威廉森（Chris Williamson）表示，歐元區11月經濟擴張幅度優於
預期，不過仍難以阻止第四季經濟成長減速，特別是歐洲近期掀起新一波疫情，恐讓12月經
濟活動再次中斷。
威廉森指出，就產業別來看，歐元區服務業表現已連續3個月優於製造業，後者持續面臨供
應鏈瓶頸。此外，若歐洲重啟防疫措施，服務業活動恐再次遭受打擊。
就個別國家來看，歐洲經濟火車頭德國11月綜合PMI初值由52升至52.8，創下2個月新高。IH
S Markit經濟學家庫柏（Lewis Cooper）表示，最新數據顯示德國商業活動略為好轉，然而
供給延誤與通膨壓力仍是主要憂慮，可能威脅未來幾個月的經濟成長。
法國11月服務業創下近4年最大擴張力道，為經濟增添動能。IHS Markit指出，法國11月服
務業PMI初值由56.6勁升至58.2，創下46個月新高紀錄。綜合PMI初值由54.7上揚至56.3，寫
下4個月新高。
IHS Markit資深經濟學家海斯（Joe Hayes）表示，法國短期經濟活動主要取決於未來幾周
的疫情發展，任何新防疫措施可能衝擊服務業。
英國11月經濟維持穩定擴張，綜合PMI初值為57.7，與10月的57.8大致相同。不過11月投入
價格通膨升至紀錄新高，主要因為勞工、能源、燃料與原物料成本上揚。
心得/評論：                         ※必需填寫滿20字
看來疫情與通膨將是未來兩大隱憂
通膨又取決於疫情能否控制得宜
另外利多也差不多出盡了
股價位階在高檔的個股自己小心囉

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.12.44.125 (臺灣)
"
"TCB006","[新聞] 邁向元宇宙 高市府、HTC、資策會推flow","Tue Nov 23 19:36:17 2021","262","89","原文標題：邁向元宇宙 高市府、HTC、資策會推5G FLOW創新交流會
原文連結：https://ctee.com.tw/livenews/aj/ctee/A99634002021112319112538
發布時間：2021/11/23
原文內容：
看好5G科技帶動元宇宙產業發展趨勢，高雄市政府繼日前與經濟部、消費性電子大廠HTC，
聯手在高軟園區打造亞灣首座5G XR O-RAN實驗場之後，23日再攜手HTC、資策會，舉辦
「邁向元宇宙5G高雄FLOW」HTC開發者大會暨創新交流會，吸引超過30家新創業者齊聚交流
，從5G應用商角度，分享整合VR串流技術、專網應用服務、5G XR O-RAN實驗場及最新沉浸
式VR眼鏡VIVE FLOW的未來應用，共同打造未來元宇宙。
高雄經發局長廖泰翔23日參加亞灣新創園區首場「邁向元宇宙5G高雄FLOW」活動，致詞指
出，高雄市長陳其邁上任後，將創造就業及產業轉型列為優先政策，其中，產業結構轉型
兩大方向，首先是半導體產業，高雄有世界最大封測廠日月光，加上未來半導體全球最大
製造商台積電進駐，高市府會在半導體產業上，包含先進材料設備、IC設計等，繼續深耕
與努力招商。
廖泰翔表示，除了半導體產業，另外就是5G AIoT產業，今年2月，總統蔡英文宣布中央將
投入110億，在高雄進行5G AIoT園區的建設及開發，未來南部的亞灣，將引領高雄新科技
、應用、服務落腳，高市府除打造5G專頻專網、服務應用空間等基礎建設，更感謝HTC協助
打造5G O-RAN實驗室，提供各業者新科技開發平台。
針對近來科技產業元宇宙（Metaverse）話題大爆發，廖泰翔強調，全球最大的社群公司
FaceBook改名為Meta，但，事實上，Metaverse早在1992年就在《Snow Crash》小說中出
現，其中更預測因科技發展包括外送及虛擬服務產業將崛起，在外送業像是AWS、UberEat
、FoodPanda等，都已融合在日常生活中，顯示Metaverse也已跟真實生活越來越接近。
廖泰翔表示，電影《駭客任務》中，每個人都要選擇吃下紅色或藍色藥丸，「期待HTC
FLOW能成為高雄的藍色藥丸，帶領我們探索元宇宙的未知世界，從人機到人機人的互動，
透過開發者大會讓大家一起創造相關內容及應用。
HTC VIVE企業解決方案資深副總經理鮑永哲指出，HTC持續深耕高雄，舉辦全台首場
「HTC VIVE Flow開發者大會」，展示全新開發的虛擬展場，日前已應用於日本橫濱市亞洲
智慧城市論壇（Asia Smart City Conference, ASCC），讓世界各國看見全3D虛擬的橫濱
市智慧城市展場，未來也將把元宇宙能量帶入高雄，與更多在地創新團隊合作開發應用服
務。

心得/評論：
htc flow開始成為國家隊，技術領先全球，應用更擴及日本了！
笑htc沒基本面，沒賺錢？ 頂尖科技股amazon、netflix、tesla一開始就賺了嗎？
預期籌碼在經過清洗後，將 再迎第2波 爆炸漲幅！

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.102.74 (臺灣)
"
"hellow","[標的] 觀光股?","Tue Nov 23 15:14:17 2021","522","95","
1. 標的： 觀光股
2. 分類：/請益/
3. 分析/正文：最近跟朋友在閒聊，朋友大堆觀光股，自已也感覺最近都是+0，
              也可能年底了，走到那都到處都是人，想說是不是也可以買些
              觀光股來放了，不過看看每天觀光股的量，感覺又怕怕的，所以
              想上來問問大家的意見?
              不曉得直接這樣問會不會違反板規，如有違板規，請告知，我會自
              刪，謝謝大家
4. 進退場機制：請益免填

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.217.98 (臺灣)
"
"zerobx","Re: [新聞] 比遠東新更多 亞泥遭大陸重罰2.27億元","Tue Nov 23 09:45:02 2021","55","45","https://www.google.com.tw/amp/s/www.mirrormedia.mg/story/amp/20210723fin003/
連續三年獲利破百億。徐旭東表示： 想不出你為何不投資亞泥？




心得：
因為有虧錢的你沒講
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.24.252 (臺灣)
"
"jason2641668","[新聞] 拜登宣布 鮑爾續任Fed主席","Mon Nov 22 22:16:11 2021","430","165","原文標題：
拜登宣布 鮑爾續任Fed主席
原文連結：
https://money.udn.com/money/story/5599/5909529
發布時間：
2021/11/22 22:08
原文內容：
美國總統拜登22日正式宣布，提名鮑爾（右）繼續擔任聯準會主席，布蘭納德（左）則升
任副主席。路透社
美國總統拜登22日選擇鮑爾擔任第二個四年任期的美國聯準會（Fed）主席，同時將Fed理
事布蘭納德擢升為副主席，以因應美國數十年來最快的通貨膨脹以及新冠肺炎疫情。
心得/評論：                             ※必需填寫滿20字
https://i.imgur.com/QZZgBhU.png
換FED主席不確定因素掰 懂得都懂
該ALL IN的ALL IN
該買房的買房
該買車的買車
https://i.imgur.com/RC3cpS3.png
硬啦
https://i.imgur.com/EWu8ygy.gif
https://i.imgur.com/jYKMIAH.gif
https://i.imgur.com/ftlDrHV.gif
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.34.224.21 (臺灣)
"
"cyl6605","[心得] 針對通貨膨脹看法分享","Mon Nov 22 19:31:20 2021","516","161","所謂的通貨膨脹 (Inflation)，是指物價水準在某一期間內，持續以相當的幅度上升。然而這裡有三個關鍵：「期間」、「持續」及「幅度」，需要探討，其中這邊看的物價水準，一般是以消費者物價指數 (Consumer Price Index, CPI) 作為觀察指標。
一般來說，央行通常把理想通膨目標設定在 2%，這是根據經濟學的菲力浦曲線 (Phillips Curve) 所得到。此曲線說明通膨率與失業率之間的抵換關係，當經濟成長時帶來一定的通貨膨脹，卻也同時帶來就業機會，因此 2% 為央行所認為的市場甜蜜點。
然而要達成通貨膨脹，國際貨幣基金 (IMF) 認為至少要連續兩季 (六個月) 通膨都超過 2% 以上才算是真的通膨。至於惡性通貨膨脹，定義上又更嚴格，每月 50% 以上的通膨率，且本國貨幣失去公信力與價值，通常要發生惡性通膨，可能要等到發生類似戰爭這麼重大的事件才有可能，而最近的案例可以參考委內瑞拉。
或許很多人會批評說這只是經濟學者的數據遊戲，事實上物價上漲了就回不去了，短期現象只是數字變化而已。

嗯，不否認物價上漲了就很難調降回去，畢竟物價具有僵固性 (Sticky Price) 使得易漲難跌，短期內民眾感受得到實質薪資似乎縮水了，這也是新興凱因斯學派 (New Keynesian School) 的主張，因此央行的貨幣政策對經濟影響仍為有效。
只是如果我們要降低非理性的物價上漲，還是得先判斷到底這個通貨膨脹速度是否異常，換句話說就是評估通膨率會持續超過目標值多久，又驅動通膨上漲的動力源是什麼？從 BofA 的資料來看，全球今年的 CPI 漲幅主要受到能源所驅動。
物價的上漲主要來自於能源與食物類別 (尤其蔬菜水果)，所以央行才會跟大家說要去看扣除能源及變動項目較大的核心 CPI 會比較準。喔，我知道寫到這你還是會說物價還是上漲啊！對的，因為我只說明了為何這物價上漲可能只是短期的原因，實際上油價的確也在下降了，這代表 CPI 可能也要跟著下調了。(另外，這幾個月高通膨的原因也是因為去年基期較低影響，還有物流堵塞、運費調漲等原因，要一併考慮進去。)

所以物價還是上漲了啊！

嘿對的，你說的沒錯，物價終究還是上漲了，企業跟商家根本不太會因為能源或原物料價格下跌。這也是我前面說的物價上升後就難以調回去，另方面薪資反應則會較晚發生，經濟學家稱呼這為名目薪資僵固性。事實上，當生產成本下降後，企業毛利因此提升，正常 (有良心) 的企業會把一定的營收比例作為員工薪酬，也就是常聽到的人事費用率。這個比例因產業而有差異，在觀察你的公司是否發放合理前，可以參考貴司在各項的支出比例及最終的利潤率是否常年維持在一定的水準，且與同產業相比是高或低。
換句話說，其實台灣的名目薪資成長率是逐年再升高，然而有些時候實質薪資成長率在衰退，所以民眾就會感覺好像薪資成長趕不上物價成長。會有這現象，我直接引述一些研究報告，簡單來說就是產業的轉型問題，導致企業附加價值不斷下滑，有時候真的不是慣老闆問題，是台灣太多中小公司不賺錢或僅能苟延殘喘。另個問題是勞動供需失衡，高階人才短缺，中低階人才供給過剩。這個我就不評論，你各位想一想是否愈來愈多高薪工作都需要有一種以上的專業技能，甚至需要的技能在學校學不到，所以勞動市場供需失衡現象而導致薪資兩極化愈來愈明顯。

問題本質仍在產業及人力發展不均

總結一下，大家容易把通貨膨脹、物價上漲搞混，甚至覺得好像薪資跟不上物價變化。客觀來說這兩件事情是不一樣的，只是說產業問題或公司營運能力，導致許多產業/公司的薪資漲幅實在有限，所以會感受到你的購買力似乎下降了不少。另外從主計處的資料，的確也可以發現這些統計就是一個平均的結果，永遠都有不平均的現象。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.176.192 (臺灣)
"
"Paul1021","[標的] 2409.TW 友達 3034.TW 聯詠  請益 ","Mon Nov 22 14:49:51 2021","551","18","-------------------------------------------------------------------------
1.發標的文未充實內文，多空理由不充實者，板規1-1-5或4-4處份
2.進退場機制若非長期投資，請輸入停損價，否則依板規1-1-6處份
3.請依格式輸入內容，未依格式者板規1-1-2砍文處份。
標題請使用以下格式：股號.市場碼+股名+分類 (市場碼：TW US HK CN JP KR...)
                 ex [標的] 2330.TW 台積電 長期不停損多
                 ex [標的] TSLA.US 特斯拉 馬斯克火星多
---------------------按ctrl+y 可刪除以上內容。----------------------------
1. 標的： 2409.TW 友達  3034.TW 聯詠
2. 分類：請益
3. 分析/正文：友達最近很強勢,從原先的底部一直到今天最高的22元,當初有抄底友達的
現在都賺一筆了,但是聯詠一直站不穩五百,我在想,昨天看到友達王南茂哥的文章,友達40
元好像真的有機會,面板價格已經止跌了,外資也開始回補,現在友達的趨勢都在多頭這一
方,但是就過往的績效表現,聯詠長期下來似乎還是比較穩定,大家會建議把聯詠賣掉,然後
全壓友達嗎?聯詠跟友達應該是有連動性的,聯詠的驅動IC就是用來驅動面板,友達好的話,
聯詠應該也會好才對,如果想要停損成本560的聯詠全壓友達,大家會建議這樣操作嗎?

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.204.8.50 (臺灣)
"
"justin531xx","[新聞] 萬海調漲北亞線運價 每20呎櫃調漲150美","Mon Nov 22 11:19:01 2021","547","116","
原文標題：
萬海調漲北亞線運價 每20呎櫃調漲150美元
原文連結：
https://ec.ltn.com.tw/article/breakingnews/3744258
發布時間：
2021/11/22 10:16

原文內容：
https://img.ltn.com.tw/Upload/business/page/800/2021/11/22/3744258_1.jpg
萬海調漲北亞線運價，每20呎櫃調漲150美元。（萬海提供）
〔記者王憶紅／台北報導〕近洋線進入旺季、運能吃緊，繼貨櫃三雄調漲東南亞航線運價
後，也將調漲東北亞運價。萬海最新通知客戶將在12月1日調漲北亞線運價，包括日本、
韓國航線每20呎櫃調漲150美元，每40呎櫃、40呎高櫃調漲300美元。
貨櫃三雄中的1家業者日前已經通知客戶將自11月29日到12月10日，調漲從高雄出口至東
南亞全航點的運價，其中，高雄/菲律賓各點每20、40、45呎櫃，分別上調100、200、200
美元，高雄/菲律賓以外的全東南亞航點每20、40、45呎櫃，分別調漲200、400、400美元
，且原報價條件有含文件、封條、電放費者將全數恢復正常收取。據了解，不僅高雄出口
的運價漲價，台北出口也漲。
市場人士指出，近洋線目前可說每2個星期就漲價1次，除旺季帶動外，之前不少船公司將
船轉到運價高的美國線，造成近洋線缺船，今年近洋線第4季供需失衡較往年嚴重。
事實上，在亞洲線運價大漲帶動，最新1期運價微幅走揚，連2週走揚。根據上海出口集裝
箱運價指數（SCFI）最新1週貨櫃運價綜合指數上揚1.17點至4555.21點，在主要航線中，
除近洋線、地中海航線走揚，美西航線持平外，歐洲、美東線運價則走跌。
根據SCFI資料，最新1週亞洲線每TEU（20呎櫃）運價1010美元，較上上揚週32美元，漲幅
3%。而遠東到美西航線每FEU（40呎櫃）運價6730美元，與上週持平。遠東到美東每FEU運
價10415美元，較上週下跌174美元、跌幅1.6%；遠東到歐洲運價每TEU（20呎櫃）7552美
元，較上週下跌8美元，跌幅0.1%，遠東到地中海運價每TEU7運價234美元，週上漲27美元
，漲幅0.3%。
心得/評論：                             ※必需填寫滿20字
東南亞東北亞聯漲
東南亞看看那精美的越南線....
兩岸線也要漲囉
亞洲線運價要噴了
漲幅不小
看來萬海美國沒港口提前回防有預見缺口
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.223.96.24 (臺灣)
"
"sean3378","Re: [新聞] 史上最大崩盤預言破功！美股10月報酬最佳","Sun Nov 21 23:53:06 2021","282","124","我認真覺得大家都對市場失去敬畏
波克夏 股神巴菲特
現金有史以來最高水位
股神找不到便宜的股票了
如果你還不清楚並且也不知道崩盤的可怕
推薦去看上流哥的粉絲團
就知道就算你這兩年賺了
一倍兩倍三倍
但你滿手股票遇到崩盤根本跑不掉
一次就陣亡
真的大家好像都不怕崩盤了
QE不可能無限實施
一直吹 一直吹
到最後爆炸射出來的那個力道會遠超過沒遇到崩盤的人的想像！
https://i.imgur.com/69DeOji.jpg
https://i.imgur.com/5lE2ZnZ.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.9.198.6 (臺灣)
"
"twoquarters","Re: [請益] 有買NVDA的ETF有哪些?","Sun Nov 21 19:30:43 2021","204","127","※ 引述《carefri (麗文)》之銘言：
: NVDA(輝達)每天漲
: https://www.google.com/finance/quote/NVDA:NASDAQ
: 想投資，但不敢開國外證券戶
: 也不想讓證券商賺複委託的黑心錢
: 如果只想透過買國內ETF投資NVDA
: 請問除了買(00762)元大全球AI之外
: https://www.yuantaetfs.com/product/detail/00762/ratio
: 還可以買哪支?

你的前提本身就有問題了
你說你看到 NVDA 每天漲，但不想讓券商賺複委託的黑心錢
（先不說你的複委託觀念是不是有問題
我覺得是這樣啦，投資就是看報酬最準
以下我們來看你挑的 00762
和版友提供的電動車ETF 00893 00895
和 NVDA 本人的報酬有多大差距
（以下區間從08/12開始計算，因 00895 08/12才上市）
00762 從08/12到現在三個多月
報酬率為 12.5%；NVDA 佔比：10.23%
https://i.imgur.com/BzSesP2.png
00893 從08/12到現在三個多月
報酬率為 18.7%；NVDA 佔比：18.24%
https://i.imgur.com/dL6ljVj.png
00895 從08/12到現在三個多月
報酬率為 26.2%；NVDA 佔比：18.6%
https://i.imgur.com/4O1eQS3.png
NVDA（輝達） 從08/12到現在三個多月
報酬率為 65.5%；NVDA 佔比：100%
https://i.imgur.com/Nuaj4Vh.png

欸不是，這也太扯了
就算拿報酬最高的 00895 來說
也落後 NVDA 的報酬也將近 40 個百分點
40%耶，就算券商複委託再黑心，硬著頭皮都該買了吧

所以才會說，與其去買策略型 ETF
你不如去買本人
你看好 NVDA，就直接出手了
別再拐彎末角去買電動車ETF、AI ETF了
你有佔比 100% 的 NVDA 股票本人可以買
偏偏要去買 NVDA 佔比只有18% 20% 的 ETF，還要付 1% 以上的手續費+內扣費用
這是不是擺明跟錢過不去啊......

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 119.14.79.57 (臺灣)
"
"Vanquze","[新聞] 長榮航：航空貨運長線樂觀","Sun Nov 21 14:30:50 2021","58","47","長榮航：航空貨運長線樂觀
2021-11-20 02:53 經濟日報 / 記者邱馨儀／台北報導
資料來源:https://udn.com/news/story/7241/5903868
長榮航（2618）總經理孫嘉明昨（19）日表示，對航空貨運長期展望樂觀，全球航空貨運
市場成長趨勢未變，將努力提升貨運運能，維繫全球市場競爭力與市占率。長榮航目前有
六架777F貨機，11月及12月分別各交一架新貨機，777F貨機將達八架，高含金量北美線會
飛好、飛滿，推升明年營收、獲利動能。
長榮航昨日召開法說會，孫嘉明對全球航空貨運市場持續樂觀，客運市場明年第1季保守
看待，第2季後視疫情與各國狀況滾動式調整；隨其他國家陸續解封，也希望中央流行疫
情指揮中心考量相關條件，適度開放轉機業務，以助提升國籍航空競爭力。
孫嘉明分析，海運塞港情況未解，供應鏈持續緊俏，海轉空需求持續增加，加上第4季傳
統旺季與購物季舖貨上架需求，將再推升航空貨運運價。居家運動器材、電腦設備、遠端
通訊與網購電商等為主要運送之空運貨物，受海運缺櫃及塞港效應，海轉空運貨物有增無
減，運價易漲難跌。
長榮航目前機隊共86架，包括80架客機及六架貨機，11及12月將各再引進一架777F貨機，
年底機隊數達88架。現有機隊有32架客機改為客艙載貨，包括23架777-300ER、六架
787-10及三架A330-300。2022至2023年預計再交付11架787，包括四架787-9與七架787-10
。另三架A321-200預計2022年第4季退租，將視市場狀況及機隊規劃決定是否延租或引進
替代機型。
第六架777F貨機今年10月交機後，即投入亞洲及北美貨運航線，第七架及第八架777F貨機
亦陸續於今年11及12月交機，未來長榮航777F貨機機隊將達八架，貨機運能大幅成長60%
，32架客機改為客艙載貨。
-----------------------------------------------------------------------------
心得/評論:
11月運價分別漲了兩次 漲幅共4~50% !  11月營收肯定先破新高! 到時出來會先噴一波
接下來再加入2架777全貨機,如虎添翼,  北美線吃好吃滿  可以預想12月營收會很恐怖..
股價小回檔收兩天黑K, 順便躲一下處置  下周破30應該基本款!
難道...這只是開始 !?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.161.55.187 (臺灣)
"
"samgreco","[新聞] 〈焦點股〉外資持股增至2成 大同直逼40","Sat Nov 20 22:35:16 2021","82","133","
原文標題：〈焦點股〉外資持股增至2成 大同直逼40元大關創近3年新高
原文連結：https://news.cnyes.com/news/id/4773728
發布時間：2021/11/19 13:35
原文內容：
大同 (2371-TW) 今年前 3 季虧為盈，每股賺 0.54 元，近來更延攬大世科 (8099-TW)
董事長兼策略長沈柏延，擔任執行副總經理，獲得外資連 6 買，持股增加至 2 成，今
(19) 日股價續攻高，直逼 40 元大關，創近 3 年新高，股價回升到經營權之爭爆發初期
的水準，旗下精英 (2331-TW) 也水漲船高，上漲逾半根停板。
大同受惠營運體質調整有成，加上子公司尚志資產挹注，第三季稅後純益 7.4 億元，寫
同期次高，季減 10.52%、較去年同期虧轉盈，每股純益 0.31 元；前三季純益則創新高
，達 12.67 億元，每股純益 0.54 元。
外資昨天大舉買超大同 4.3 萬張，已連 6 買，持股比例也從 16.11% 上升至 20.22%，
今天股價延續漲勢，大漲逾 8%，最高來到 39.4 元，逼近 40 元關卡，也是 2018 年
12 月以來新高，截至午盤，成交量能已達 20.7 萬張，超越昨天全天。
大同歷經 3 年的經營權之爭，去年終於落幕，不過，集團經營階層也遭遇多次更動，大
同日前宣布延攬大世科董座沈柏延擔任執行副總，藉此將旗下系統事業、太陽能電廠及儲
能系統、重電系統打造成專業整合供應商；原大同董事林清祥，改由研揚、瑞興銀獨董顏
大和接任。
大同旗下精英今天同步大漲逾 6%，最高來到 23.35 元。精英第三季本業轉盈，稅後純
益 8255.1 億元，每股賺 0.14 元，但累計前三季仍虧損 4248.9 萬元，由去年同期轉虧
，每股虧 0.08 元。

心得/評論：
19日持續擴量走強，終場收38.85元，上漲2.65元，創近三年新高。
大同自8月底起沿月線上攻，短、中、長均線線型多頭排列，KD指標交叉向上續熱
，MACD指標由負轉正，可望挑戰2018年底42.4元高點。
大同在王光祥等大股東取得經營權後，雖經營階層人事變動不斷，但以盧明光為首
的經營團隊積極改善體質，加上尚志資產獲利豐厚挹注，前三季仍繳出EPS 0.54元
的成績單。


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.170.16.166 (臺灣)
"
