"author","title","post_time","like","hate","article"
"jason486","[新聞] 「可以喘一口氣了!」林濁水:四不同意全盤","Sat Dec 18 17:42:00 2021","492","0","「可以喘一口氣了!」林濁水:四不同意全盤領先
2021年12月18日 17:11 ETTODAY
記者蔡文鈴／綜合報導
1218四項公投結果陸續出爐，根據中選會目前開票結果重啟核四、公投綁大選、反萊豬、
護藻礁的不同意票數皆領先同意票。對此，民進黨前立委林濁水預測，投票率頂多45%，
於是4個同意已經鐵定成為4個不同意。
林濁水稍早在臉書表示，同意不同意，最大差距不到5%，小的只有1%，雖然呈現拉鋸狀態
，令人提心吊膽，但是現在4個不同意已全盤領先，而且投票率頂多45%，於是4個同意已
經鐵定成為4個不同意，「可以喘一口氣了。」
不過，林濁水分析投票率低到這樣，可見投票的只剩兩黨死忠，直接民權等於政黨操控的
對決，只是這個不幸，早在意料之中。什麼直接民權，孫中山遺訓，有的，沒的完全是夢
話連連。
https://reurl.cc/1oyVNG
備註：
根據目前開票結果
台獨理論大師林濁水斷言
投票率頂多只有45趴
只剩兩黨死忠的出來投而已
四個不同意穩穩的
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.10.193.121 (臺灣)
"
"chal","[討論] 從陳柏惟就可以看出一點端倪","Sat Dec 18 17:36:24 2021","273","60","
執政黨的支持者會有一點沈默螺旋
所以民調都不準了
昨天少康戰情室一遍樂觀
害我心情有點差
總之
以後民調執政黨的民調要稍微調高一點


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.235.81.173 (臺灣)
"
"boyo","Re: [討論] TVBS 投票前3天四大公投民調(12/10-15)","Sat Dec 18 17:31:30 2021","154","152","※ 引述《Tosca ( )》之銘言：
: 阿伯我實在很納悶
: 為什麼公投民調和實際投出來差這麼遠????
: 本來是說大概同意門檻不會過
: 不過開到現在已經變成四個都是不同意>同意了
: 也太扯
其實你把它看成自己推的候選人不喜歡，不想出來投，但也不會去投對面的選項，比如2016你投朱立倫投不下去，那可以投宋楚瑜。大概就這樣。
DPP最後說服了不少經濟選民""萊豬=反美""這回事，但你要他們出來投不同意，轉變立場，這些人做不到，最多是不出來投同意票，這就是現在這個開票局面。
高興一分鐘就算了，國家真正的挑戰還沒到來。
大家加油。

: TVBS民調神話破滅了嗎????
: 話說中二選區民調也一直沒公布阿
: 不過公投民調都歪成這樣
: 中二選區民調還需要討論嗎???
: 大家沒有跟我一樣的困惑嗎???
--
              如果孔子是那待沽的玉
              我便是待斟的酒
              用一生的時間  蘊釀自己的濃度
              只為等待剎那的傾注
                                         張曉風  釀酒的理由
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 203.67.101.110 (臺灣)
"
"sea130281","[討論] 所以呢？回來討論家暴男跟王力宏吧","Sat Dec 18 17:25:43 2021","574","188","哼，笑死，塔綠不知道在開心什麼
這公投根本沒什麼意義，國民黨根本也沒出什麼
力，就民進黨在那邊喊燒，總統級規格才贏這樣
驕傲什麼勒
還不如回來討論家暴男跟王力宏
……嗚嗚，回來討論……討論家暴
………………求求你們……討論王力宏好不好？
拜託啦……嗚嗚
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.240.201.104 (臺灣)
"
"cycling","[討論] 今天唯一會過的公投","Sat Dec 18 17:15:31 2021","26","10","就是新竹市那個喝好水還啥的地方公投
目前看同意:不同意是7:2
換算投票率四成應該會過25%門檻
不過選前看新聞各黨都是贊成過了是不意外啦
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.231.110.181 (臺灣)
"
"alexrow","[討論] 朱綠倫 中美都看沒有","Sat Dec 18 17:05:02 2021","75","57","美豬議題得罪美國
公頭四殺被習爸爸看不起
連選前動員 地方諸侯都不鳥
這種黨主席真的有存在價值?

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.137.122.3 (臺灣)
"
"piliamdamd","[討論]浪費一堆錢辦公投...dpp拿去振興不是很好","Sat Dec 18 16:58:58 2021","53","203","
   看來dpp今年的四大公投大外宣又成功了，
   想想今年因為疫情緊縮，還有不少商家需要振興回血，
   結果年底花了十幾億搞公投外宣，
   沒關係呀dpp再亂搞，
   明年一堆人會狠狠的教訓你。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.248.72.250 (臺灣)
"
"axenos","[討論] 八卦柯粉：大家厭惡藍綠惡鬥了啦","Sat Dec 18 16:49:30 2021","380","101","投票率低 代表台灣民眾已經厭惡藍綠惡鬥
所以公投結果完全不重要
重要的是投票率低 投票率低 就代表支持柯文哲的白色理念
像柯文哲一樣對於公投完全不表態 才是最大贏家
有去投票不同意的→支持民進黨
有去投票同意的→支持國民黨
沒去投票的 通通都是支持民眾黨的白色路線
2024柯文哲穩了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 81.18.84.161 (羅馬尼亞)
"
"eachen","[討論] 中共對投票結果滿意 就是人民不投票","Sat Dec 18 16:36:58 2021","488","98","中共這次又贏了
人民不參與投票
才是中共要的

我之前在QQ 跟大陸網民聊天 他們都叫我不要投票
現在因為今年64改版
QQ已經上不去了

這種結果應該是中共想要的
--
eachen=易陳
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.138.241.252 (臺灣)
"
"magicbook123","[討論] 王力宏在選前投入震撼彈 讓公投出現變數","Sat Dec 18 16:24:07 2021","47","16","
大家都知道王力宏前妻在凌晨發了
比友誼1200文還要多4倍的5000字文章
訴說王力宏真正形象是怎麼樣
造成王力宏關鍵字成為熱搜第一名
連帶年輕人們
應該說造成台灣人民晚上不睡覺在關注王力宏
導致今天白天大家都在睡覺 睡午覺 沒辦法投票
王力宏還搭飛機特地今天回到台灣
搶佔新聞版面
讓這次的公投急速冷凍
王力宏竟然成為這次公投大選的震撼彈
應該是始料未及
接下來的王力宏 會不會宣布參選2022
讓台灣人民給個公道呢？
-----
Sent from JPTT on my Samsung SM-N9750.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.242.200.138 (臺灣)
"
"adagiox","[討論] 智障藍低能綠柯糞白輸囉","Sat Dec 18 16:07:54 2021","306","86","智障藍低能綠柯糞白直接被打臉，
笑死人，
馬英九沒有人望叫不動智障藍，
蔡英文沒有影響力叫不出低能綠，
柯文哲沒實力叫不了柯糞白了。
這四個公投重要嗎？不重要
看藍綠白輸到脫褲最重要。
台灣人知道只有美國阿爸最重要，
藍綠白吼去吃屎都沒差。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.26.81.16 (臺灣)
"
"ismail","[Live] 110年全國性公民投票開票","Sat Dec 18 15:37:22 2021","583","42","1.LIVE主題：110年全國性公民投票開票
2.LIVE網址︰
中選會           https://www.cec.gov.tw/pc/zh_TW/IDX/indexFF.html
15:30 94要客訴   https://www.youtube.com/watch?v=2jC7w2o9vyg
15:55 三立       https://www.youtube.com/watch?v=FoBfXvlOR6I
16:00 中選會     https://www.youtube.com/watch?v=EtfMcOcZSck
      東森       https://www.youtube.com/watch?v=R2iMq5LKXco
      華視       https://www.youtube.com/watch?v=wM0g8EoUZ_E
      民視       https://www.youtube.com/watch?v=XGEmg3vhrzU
      TVBS 55    https://www.youtube.com/watch?v=2mCSYvcfhtc
      TVBS 56    https://www.youtube.com/watch?v=hP6_jfCFxyQ
      中天       https://www.youtube.com/watch?v=lu_BJKxqGnk
      三立SETN   https://www.youtube.com/watch?v=W41K8w8JkRg
          天玉里 https://www.youtube.com/watch?v=fI8vNTaByX4
17:00 公視       https://www.youtube.com/watch?v=Gsbrs0H9dIQ
20:00 年代向前看 https://www.youtube.com/watch?v=jkQGT7OKxb0
3.LIVE來賓:
中天    蔡壁如,蘇偉碩,孫大千,鄭照新
TVBS 56 徐巧芯,黃揚明,朱學恆,郭正亮
華視    陳東豪,范世平
公視    王業立,林廷輝,蔡雅瑩,謝志誠
民視    羅致政,陳英鈐,
94要客訴
1530-1630：林楚茵,李正皓,宇翔
1600-1630：林楚茵,卓冠廷,李正皓,李宇翔
1630-1700：林楚茵,李宇翔,卓冠廷,鄭照新
1650     ：黃捷
1700-1830：林楚茵,鄭照新,溫朗東,趙怡翔
1720-1750  連線YAHOO!TV鄉民大會
1830-1930：林穎孟,葉元之,彭嘉芸,溫朗東
1900     ：四叉貓
4.附註、心得、想法:
朱立倫：1218是蔡英文不信任&倒閣公投
              台灣民意 美麗島  時力  TVBS  台灣制憲  TVBS
              11/22-23  24-25 22-28 12/1-6   10-12  10-15
蔡英文 滿意     46.8    55.5   57.1   41      49.5    41
       不滿意   41.2    41.8   33.7   37      34.3    39
蘇貞昌 滿意     44.9    48.2   50.9   38      48.0    38
       不滿意   46.1    47.2   39.4   42      36.7    44
罷免/公投正面對決投票率
      黃捷    陳柏惟     公投
10:00  13
12:00  25       34       20~23
14:00  33
14:30           42
15:00           43(中時)
15:10  38
15:30           47(自由)
16:00  41.54    51.72
同意            26.41
從罷免案看公投午前投票率,整體投票率可能約在40%左右
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 103.10.197.102 (香港)
"
"sf910132","[討論] 管你同意不同意,投票有那麼難?","Sat Dec 18 15:08:48 2021","83","90","出門投個票也不願意
管你四個同意或四個不同意
連自己投票的權益都不顧,不要像西台灣連投都不能投再來靠腰
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 119.77.141.56 (臺灣)
"
"kabor","[討論] 今天終於可以知道哪些縣市喜歡吃萊豬了","Sat Dec 18 14:39:19 2021","178","138","臺灣人被綠共塔綠班迫害超過貳拾年
直到塔綠班餵食臺灣人萊豬後
臺灣人都抓狂了
終於透過公民意志可以在今天看到哪些縣市是必須持續餵食萊豬的

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.235.1 (臺灣)
"
"elfish123","Re: [討論] 台灣就這麼小回去投票很難嗎?不在籍投票?","Sat Dec 18 13:56:21 2021","282","100","報稅都可以用自然人憑證處理了
票有錢重要嗎？
看有沒有想要而已啊
如果有問題就是負責的部門資安能力不足
出事了全部重罰處理即可以
要判死刑我也不反對
這種芝麻小事
要勞師動眾也是蠻蝦的
套句軍人幹話
你浪費一千萬人一小時，就是浪費1000萬小時
不過事實上也沒錯啦
這就是1000萬／人時
增加大家便利不好嗎？


※ 引述《yniori (偉恩咖肥)》之銘言：
: 如題
: 台灣就這麼小
: 真的想投票就去投
: 很難嗎?
: 為啥要硬推不在籍投票?
: 這種東西感覺可以被駭客入侵
: 可以背後動手腳
: 多的是問題
: 真的要表達公民意見
: 回去投票阿
: 又不是很遠~又不是來回要好幾天
: 為啥不能回去投票呢?
: 假使連這麼小的地方都不願意移動去投票了
: 那有什麼臉面說有多在乎投票呢

-----
Sent from JPTT on my Samsung SM-N9700.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.126.99.121 (臺灣)
"
"zeuswell","[討論] 公投涼了，我這邊一堆人沒投","Sat Dec 18 13:18:34 2021","189","174","真的
我剛剛去投了
我投了3個不同意一個同意
以示我反共決心
跟1/4幹死民進黨的願望
我在簽名的時候發現一堆人還沒來投
真心覺得這公投涼了
看來蜘蛛人的影響太嚴重了
大家寧可看三代同堂不願看兩黨搞笑
以後是不是公投都很難過關了？
我夢想中的獨立公投什麼時候能成真？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.10.222.17 (臺灣)
"
"jerrychen168","[新聞]屏縣綠委辦公投遊行 屏中球隊教練要學生","Sat Dec 18 12:34:43 2021","96","33","新聞標題: 屏縣綠委辦公投遊行 屏中球隊教練要學生「散步」參與
新聞來源: 聯合新聞網
記者:劉星君
新聞連結: https://udn.com/news/story/12539/5969987
本報接獲民眾投訴，屏東高中棒球隊翁姓教練要學生在今傍晚穿著便服到指定地點「我們
去散步」，參加民進黨立委周春米舉辦的公投遊行活動，屏東高中校長陳國祥獲悉，學校
不容許動員，高中生還在學習判斷階段，不應用動員方式指引方向，要讓學生學習獨立判
斷。校方表示，教練稱一開始以為是贊助活動，後來發現是政治場合，今緊急喊卡，沒有
現身遊行會場，並在群組跟隊員道歉，坦言思慮不周。
記者今傍晚實地到遊行現場看，現場沒有屏中棒球隊學生，但有其他高中棒球隊的學生參
與，有學生說，是騎單車自己志願來參加的。但也有學生說「教練叫我來的」。有的學生
有滿18歲，但大多數仍未成年，現場參與遊行約有7、80人。
聯合報今接獲投訴，屏中棒球隊教練傳訊息要球隊學生參加綠營立委公投遊行，並出示訊
息截圖，教練傳訊息「明天晚上5：45分穿著便服到指定地點集合，我們去散步」，接著
傳
出立委周春米服務處地址、與服務處電話；教練還傳訊息「不想去或者不高興可以講出來
」、「沒回應的我明天處理」等語。
投訴人說，教練發訊息「不回應不處理」，就是日後會算帳，若不聽的話，操場跑20圈或
給學生禁賽。屏中指出，學校事前不知情，獲悉訊息後「立刻喊卡」，學生未參與遊行活
動，教練在群組的發言非常不妥，學校會再後續釐清。
立委周春米今傍晚在屏東市服務處前舉辦「四個不同意，青年更有力」，團隊號召青年朋
友與首投族一起走向街頭，呼籲回家投票，讓台灣更有國際競爭力，青年人未來更有力，
遊行活動晚間6點半出發，約在晚間8點前結束。
有老師批，黨政軍退出學校，竟將動員的手伸入學校，「說一套作一套」，還讓學生捲入
這樣事件，相當不妥。
心得: 動員老實說很正常，但非常認同屏東高中校長的說法，動員還在學習公民參與的高
中生參與就很不恰當，教練的用力過猛的言語也讓整個事情失焦，實在令人嘆息
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.241.167.208 (臺灣)
"
"KSA142","[創作]假如拿三國當舉例","Sat Dec 18 11:44:16 2021","415","34","民進黨實力最強是魏國
國民黨是吳國，雖然是第2大黨，但戰力真的有點低
民眾黨實力最弱，卻一直攻擊民進黨，很像一直北伐的蜀國
那時代力量，基進，親民黨，新黨，台聯，喜樂島
要是放在三國，她們又該是哪些勢力陣營?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.171.177.80 (臺灣)
"
"Ferrara","[黑特] 我的四個不同意與支持文哲的理由","Sat Dec 18 10:54:46 2021","231","190","不同意力宏耍媽寶
不同意力宏搞bi
不同意力宏找砲友
不同意力宏蕩森
相比之下，文哲真是好男人
請大家支持文哲
好不好!!!
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.136.96.36 (臺灣)
"
"a1234a123499","[討論] 八卦板沒帶通知單也在叫","Sat Dec 18 10:00:56 2021","596","25","
八卦版有人沒帶通知單去投票所，被投票所的人攔下來，然後鬧很大
弄到投票監察人都出來了，幹嘛不自己帶好通知單就好了....在那邊浪費大家時間
八卦版的人素質是不是很差？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.77.221.234 (臺灣)
"
"douge","Re: [討論] 投票率不足是哪個陣營贏","Sat Dec 18 09:09:01 2021","52","122","※ 引述《purue (purue)》之銘言：
: 是說 今天都沒人出來投票欸 如果最後投票率不足 是哪個陣營會出來宣布勝利阿 還是等於
: 流標沒有輸贏呢？
這次公投得重點本來就不是過50%
而是哪個立場的票多
如果投票率49% 贊成留核四48% 反對1%
一樣拆不掉
如果投票率49% 反萊劑贊成 48% 反對1%
萊劑美豬一樣進不來
兩邊一樣對立 人民繼續因為立場仇視
就是這兩黨制綁架人民的制度贏了
也就是上面這兩黨一直做的事情

--
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 140.112.175.205 (臺灣)
"
"club700","[討論] 幾點去投公投 比較不用排隊?","Sat Dec 18 07:42:10 2021","187","154","今天是公投日了
四個都同意 展現真民意
看投票通知單上寫是早上八點到下午四點
但剛好今天是週六
整天都有事情
只能抽空利用個半小時左右去投票
所以
想請問哪個時間點去投
去投票的人比較少?
比較不用一直排隊呢?


--
我是一直單身想交男友的小慧姐啦
https://i.imgur.com/paTxrBe.jpg
大家愛台灣就要公投去投四個同意
反萊豬■挺核四■護藻礁■綁公投
四個都同意–台灣最有利
四個都投同意，我才考慮跟你約會啦
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 193.37.33.196 (新加坡)
"
"ismail","[討論] 徐巧芯：就是愛到深處才由他","Sat Dec 18 01:45:54 2021","251","161","覺得今天新聞面對面蠻好看的,侯友宜就聊了一個小時,再來打一些優質議員的逐字
https://www.youtube.com/watch?v=wjBewcBBdIc&t=6m58s
謝震武 剛才妳有聽到正皓講,他打下江山就是對國民黨是大功一件啦
徐巧欣
可是因為沒有人知道他會發千字文,他發之前也沒有跟大家說他會發千字文
其實在千字文的前幾天,你可以看到所有的人都還是給他很多的空間
哪一個人不是說,你也不用講四個同意
我們也知道你的為難之處,大家不都是這樣講的嗎？
但他基本上還是我思故我在跟歲月靜好嗎
沒關係,他可以選擇歲月靜好,可是公投還是必須要有人繼續負重前行不是嗎
所以我們就必須把這個任務給扛下來嘛
今天其實也可以看到侯市長他也轉彎了
他也感受到就是說,還有很多人在街頭上面努力
那些人甚至不是國民黨的政治人物,他們可能就是一般的年輕人,一些小黨工
他們都沒有放棄,他們繼續在街頭上面宣講
甚至像你看李柏毅他受到暴力虐待,我們有些國民黨的年輕人正在絕食
然後游淑惠今天在市場裡面也被某一個大哥去罵髒話,很難聽的話
他們都還在努力,所以我們當然是不能放棄嘛
民進黨也是來勢洶洶,我們怎麼可以放棄
所以侯市長他今天大概有幾個轉彎啦,最近
第一個就是說他昨天也比較強硬的出來講了他反萊豬,反萊豬的事情他又再重講了一遍
本來這千字文裡面找了老半天不太容易找到,也不太知道他的態度是什麼
可是他昨天又講了他是反萊豬的,他爸爸沒有殺過一隻萊豬,他這樣講
第二件事情是就開始很多人講說
如果你四個都不想表態,是不是可以宣傳一下說12月18號有這個投票呢
他今天就在社群上PO了一個他們新北市的垃圾車說
有有有...我有在宣傳了,12月18號大家要出來投票喔,我也會去投票,這也是一個嘛
再來第三個是因為今天有人用他所說過的話登了一個反核四的廣告
他看了之後她說他怒了,公投怎麼可以玩成這樣,你怎麼可以移花接木
這代表什麼,代表說他沒有反核四嘛(謝震武：蛤？)
因為如果你反核四的話,別人登你說你反核四,你就不會生氣也沒有移花接木的問題
所以當你看到了那張單子上面寫說,用你的名義在講反核四,他說請蓋下核四不同意票
他很生氣,他說公投怎麼可以這樣子玩,你在移花接木
這也代表他的態度嘛(謝震武：嗯)
他只是沒有表態對於核四的態度,並不等同於他一定是反核四
他反或不反,坦白說我們不知道,但他今天講他很生氣,說怎麼可以移花接木
我覺得他也是展示了他的態度
所以我覺得是這樣子,在過程當中當然很多包括藍營的選民是對他的千字文有點不諒解
那是因為大家在這半年來,真的真的很努力在推動公投
而且四個公投是大家都有很多理由,只是最後濃縮成告訴你說是四個同意
那如果當國民黨還有很多人他的態度是說,欸你為什麼要這樣
我也必須講,這代表說大家是把你當成自己人
所以我們有對話的空間,甚至有時候可能會吵架
這是因為我們覺得,你是非常優秀的縣市長
剛剛正皓講到他在選舉的過程當中替國民黨立下功勞,這是實在話
而且他在新北市做市長做得非常好啊
可是我們說真的,所有的黨員,黨公職
我們也在他受到民進黨或是網友攻擊的時候挺身而出,替他辯護不是嗎
所以這個情感它本來就是雙向的,而不是單向的嘛
那其實張宇有一首歌叫雨一直下,裡面有句話叫做""就是愛到深處才由他""
所以我覺得大家就是非常愛我們的侯市長
所以基本上已經沒有看到任何人再逼他表態的,今天不來也完全沒有關係
(謝震武：是愛到深處了還是...心碎到極點)
那句話叫做""就是愛到深處才由他""嘛,然後後面那句我就不說了
但是總之呢,我的意思是說,今天大家就是對侯市長有期待
所以呢,不管今天你要做什麼決定,要不要出席晚上的活動,其實都沒有關係,沒有關係
因為你今天也已經在臉書上面都宣傳了,說12月18號要去投票
我們都有收到就是你的誠心誠意
其實說真的,他也轉彎了,所以我覺得國民黨啦,到最後的關頭
我同意正皓講的,你如果都沒有辦法團結的話,那在整個新聞版面上面
兩軍交戰之下,氣勢就已經先弱了一半嘛
可是說真的,這不是我們誰願意看到的結果,所以最後的關頭大家還是,國民黨還是
我覺得應該要花更多時間分給那些在公投戰場上面繼續努力的人
那如果侯市長覺得不表態就是他的表態
他認為歲月靜好是他的選擇,那我們就繼續負重前行吧
謝震武
張宇的歌很少有我不是這麼熟的,製作單位麻煩幫我查一下剛剛巧芯講那個
那句話就是愛到深處才由他,下一句是什麼,那句話應該會有一些眉角在裡面
通常要講前一句,通常大概講的不是在於前一句
徐巧芯 叫做""碎了心也要放得下""嘛(眾人笑,攝影棚內充滿了快活的空氣)
謝震武 那就不要說出口了,放在心裡就算了
       請問一下你們的KPI值也出來了,那明年侯友宜要不要提名他
徐巧芯
其實那個應該沒有講說規定是怎樣,感覺上像是一個獎勵辦法
所以我覺得會比較多被影響到應該是縣市議員的提名(謝震武：影響不到他？)
影響不到他,因為那你也要有人跟你初選啊,那如果有人(謝震武：他那麼強誰會跟他選)
所以啊,如果沒有初選(謝震武：所以你們不能沒有他)
呃,我 覺 得 這 個 侯友宜 也不能沒有國民黨啊,彼此彼此嘛,對不對(燦笑)
侯市長我也沒有看到他目前有說他想要退黨的傳聞嘛(何博文：喔講到退黨喔！)
所以我覺得國民黨需要侯友宜,那侯友宜也很需要國民黨
我們兩邊既然是互相需要的,那又何必要有無謂的衝突呢
尚毅夫
我不認為侯友宜會慘,但會比朱立倫慘嗎
我覺得那還有一個,大家可能到最後,可能他們會樂在心裡
但事實上我覺得這個反而要被拿出來討論一下
戰犯,算不算他們,叫戰鬥藍
謝震武 為什麼你覺得戰鬥藍,你直指徐巧芯他們嗎
尚毅夫 我覺得戰鬥藍本身
徐巧芯 我們對公投努力成這樣
謝震武 對啊,你還叫她當戰犯
尚毅夫 這是另一個問題,策略的問題
徐巧芯 努力的人被檢討,不努力的人沒事
尚毅夫
大家在擬定策略的問題過程當中,當黨內公投小組在討論
你戰鬥藍在外面直接就跟你喊四個不同意(謝震武：四個同意)
四個同意,直接把國民黨的策略壓死,直接把國民黨的策略壓得死死死
你今天讓國民黨,你透過媒體的聲量也好,等等也好
然後自己在黨內提個意見跑出去放消息等等一大堆,黨中央被壓得死死死
那很簡單一句話,你強勢嘛,黨中央朱立倫本來就弱勢了嘛
那你強勢壓弱勢導致你的策略混亂,你不用負責人嗎？你不用負責任嗎？
所以我覺得它是一個集合體,它是一個集合體
那你說今天走到這一步,裡面還有一個問題,就是你打侯友宜,去聲討侯友宜的效果是什麼
其實除了讓人家看到你黨內的紛擾意見不一致以外
其實還有一個最關鍵的問題,就是我剛才說的
侯友宜的支持度跟看好度2/3是來自於非藍營的人民
你把侯友宜打死了,這一部分你也打丟了
所以你注意看智庫,國民黨智庫所做的民調對執政縣市的比例
新北包括萊豬那一塊是一路往下走欸
那侯友宜是喊反對萊豬的喔
你在萊豬在新北市那一塊的同意度是一直往下走,走到只剩下50出頭欸
你再繼續打下去,你打到一部分人都走,一部分人都不支持你,支持你的公投
你打到最後的結果是什麼,是打完了國民黨也受傷了
徐巧芯 (23:52)
       沒有人想打他,我們誰知道他會發千字文,我思故我在
no body knows 沒有人知道的
尚毅夫 你們決定四個同意有告訴侯友宜嗎
       有跟侯友宜說,我跟你講,我們現在討論走向四個同意,你要支持喔
       有告訴他們嗎
徐巧芯 沒有,他們可以兩個同意兩個不同意啊
尚毅夫 戰鬥藍跟侯友宜,你們趙少康跟侯友宜也很好
徐巧芯 他們可以兩個同意兩個不同意
尚毅夫 有沒有去問過侯友宜說我要喊四個同意你知道嗎
徐巧芯 所以大家講說如果你要反核四的話,我們也尊重,有沒有這樣講,也有啊
       但是他對於反萊豬或是公投綁大選,其實他也沒真的很去表這個態
       所以說才會有所謂的千字文出來,那我覺得也沒有關係
       就是12月18號去投票,他也已經講到這樣子,何必苦苦相逼
       我們也知道(眾人噴笑),所以我們也知道
尚毅夫 當初苦苦相逼的是那些人啊,妳現在說不要苦苦相逼,我們也知道
徐巧芯 (伸手)誰相逼了
尚毅夫 相逼,當初說最強的也不要提名是誰
當初說如果我是黨主席不提名的人是誰
徐巧芯 那是在講說如果所有的公投活動都不願意參加
對一個政黨來說,其實就不應該去提名,我是認同這樣子的策略的
       民進黨也有訂KPI的策略,坦白說我完全認同
       這就是一個公司治理,這是一個政黨治理的方式
       但是因為侯市長他很強,所以他或許你就算訂了KPI
       他不用理你,他還是可以被提名,這是兩回事
       所以我的意思是說一個政黨,當我們國民黨提了反萊豬的公投,公投綁大選的公投
       但是我們不管,現在沒有在講侯友宜,任何一個縣市長
一場活動都不願意參加,一句話都不願意表態
這個政黨如果沒有去提名這個人的話其實真的是剛好
(後面尚毅夫跟徐巧芯還有續戰,可是太多了不想再打了 XD)
本日最金句 你知道我做人就是很老實
https://i.imgur.com/mNysVgN.jpg
本日歌單 徐巧芯 張宇－雨一直下
         范世平 張宇－用心良苦
         陳東豪 張宇－回頭太難
         何博文 林志炫－散了吧(散了吧　認了吧　算了吧　放了吧)
--
雨一直下　氣氛不算融洽
在同個政黨裡　你漸漸感到心在變化
你愛著他　也許也帶著恨吧
公投過了幾個月　原來只是陪他玩耍
不想再逼他　他竟寫千字文
說不著邊的話　讓整個場面更加尷尬
不可思議吧　夢在瞬間崩塌
為何當初那麼傻　還一心想要投給他
就是愛到深處才怨他　捨不捨得都斷了吧
那是從來都沒有後路的懸崖
就是愛到深處才由他　碎了心也要放得下
難道忘了那投他的傷　已密密麻麻
不要再為了他掙扎　不要再為他左牽右掛
今後不管他表不表態　快樂嗎　都隨他
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.122.12.19 (香港)
"
"chrisjohn214","[討論] 怎麼多了這麼多圖","Sat Dec 18 00:09:25 2021","598","100","有沒有人跟我一樣覺得這幾天PTT多了一堆圖文作家的作品啊
而且這麼碰巧都是某陣營的居多
笑死
一場公投搞得跟佈道大會一樣
宗教洗腦484，嘻嘻
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.46.200.110 (臺灣)
"
"jetalpha","[黑特] 新加坡 2021/12/17 新增本土確診377例","Fri Dec 17 23:16:50 2021","342","137","

本土案例377
其中社區病例371
移工宿舍病例6
每週傳染率0.63

目前住院人數481
ICU插管急救有33
ICU密切觀察中有2
ICU使用率46.4%
一般病房供氧治療60

死亡增加1人
本日未公布死者年齡、生前有無潛在疾病及接種疫苗狀況等相關訊息。
https://www.moh.gov.sg/
    星加坡 2021/12/17 新增本土確診維持500例以下的水準，為近期連續六天維持在500
例以下的水準，同時也是連續十五天維持在1000例以下的水準。與前一日數字相比，社區
新增確診增加56例，移工宿舍新增確例減少3例。
    星加坡衛生部採行停止向媒體發布文告，僅透過網站公布疫情最新數據的第十一天（
自2021/12/07起）。
    截至2021/12/17為止，星加坡武漢肺炎累計確診死亡病例為809例；
    與同日台灣武漢肺炎累計確診死亡病例849例差距縮減為40例；
    與星加坡政府宣示防疫政策將自清零轉為與病毒共存當日（153例）相比增加656例。
    繼續觀察。


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.175.157.177 (臺灣)
"
"psw","Re: [討論] 最注重生態的民進黨怎麼會破壞藻礁","Fri Dec 17 22:46:48 2021","317","203","※ 引述《eddisontw (沙丘)》之銘言：
: 上萬年才長出來的
: 為了反核
: 把珍貴的生態給破壞了
: 這不是我當初認識的民進黨阿
: 竟然不同意把天然氣接收站移走
: 放任藻礁的豐富生態環境被破壞
: 實在荒謬至極!!!
全台灣滿滿藻礁啦
真的去海邊騎機車一圈就知道
我承認環保很重要
但犧牲3接這0.00000001%換來冷氣暖氣吹到爽我也認為很值得
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.53.40.41 (臺灣)
"
