"author","title","post_time","like","hate","article"
"minilinwesto","[正妹] 醫學系實況主","Fri Aug  6 23:20:34 2021","175","120","
圖奇的
http://i.imgur.com/y5fpiLK.jpg
http://i.imgur.com/QoLUhJS.jpg
http://i.imgur.com/1vwSmYb.jpg
http://i.imgur.com/b6YWo5M.jpg
很前面的其中一間

-----
Sent from JPTT on my Samsung SM-A515F.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.73.204.90 (臺灣)
"
"HarunaOno","[正妹] 奧運55公斤空手道銀牌 Anzhelika Terliug","Thu Aug  5 21:17:01 2021","393","158","https://i.imgur.com/ANz2WvK.jpg
https://i.imgur.com/hKskFt9.jpg
https://i.imgur.com/vOGH4vb.jpg
https://i.imgur.com/lzdJKO6.jpg
https://i.imgur.com/Jam6Rug.jpg
https://i.imgur.com/JNMabGu.jpg
https://i.imgur.com/zawIAtt.jpg
https://i.imgur.com/gWVvbtg.jpg
https://i.imgur.com/d1wQWTn.jpg
https://i.imgur.com/hbffqZ1.jpg
https://i.imgur.com/Q15hBcl.jpg
https://i.imgur.com/XQkXpdw.jpg
https://instagram.com/anzhelika_terliuga?utm_medium=copy_link
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.56.91 (臺灣)
"
"ReiKuromiya","[正妹] 排球","Thu Aug  5 00:05:44 2021","140","102","https://i.imgur.com/V5kxL6O.gif
https://i.imgur.com/52imI7Q.gif
https://i.imgur.com/3mtM4S7.gif
https://i.imgur.com/R41FkEZ.gif
https://i.imgur.com/00YMqSf.gif
https://i.imgur.com/Dbs3Bnu.gif
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.48.255 (臺灣)
"
"HarunaOno","[正妹] BlackPink Lisa的笑容","Wed Aug  4 07:39:02 2021","368","128","https://i.imgur.com/36souWn.jpg
https://i.imgur.com/AVvqRq4.jpg
https://i.imgur.com/zMJndl1.jpg
https://i.imgur.com/e7BrXBT.gif
https://i.imgur.com/HjzZr9r.gif
https://i.imgur.com/SDn8jaD.gif
https://i.imgur.com/arpO7kU.gif
https://i.imgur.com/on0xOv3.gif
https://i.imgur.com/NTNN6EU.gif
https://i.imgur.com/AH44PtR.gif
https://i.imgur.com/BXLXuit.gif
https://i.imgur.com/sFwfWbB.gif
https://i.imgur.com/5cDqdWE.gif
https://i.imgur.com/cW9KKx0.gif
https://i.imgur.com/hnxN9zI.jpg
https://i.imgur.com/fi1sWWx.gif
https://i.imgur.com/eTzQacY.gif
https://i.imgur.com/3sdeauf.gif
https://i.imgur.com/riGfkfz.gif
https://i.imgur.com/zb1QHRo.jpg
https://instagram.com/lalalalisa_m?utm_medium=copy_link
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.56.91 (臺灣)
"
"ckpot","[正妹] 大尺碼｜肉特(572) ","Tue Aug  3 11:33:30 2021","371","123","Veronica Michelle Perez (CU)

https://i.imgur.com/gjQn95L.jpg
https://i.imgur.com/H7k2Kvu.jpg
https://i.imgur.com/faBIANq.jpg
https://i.imgur.com/D7cMJ7o.jpg
https://i.imgur.com/hV0bnOn.jpg
https://i.imgur.com/YpXUlOJ.jpg
https://i.imgur.com/RzALdr1.jpg
https://i.imgur.com/v3PVanj.jpg
https://i.imgur.com/5wyaCmI.jpg
https://i.imgur.com/A1tRyrR.jpg
https://i.imgur.com/SRkSaRE.jpg
https://i.imgur.com/nuCb7M8.jpg
https://i.imgur.com/MCvQDK8.jpg
https://i.imgur.com/96GfJiO.jpg
https://i.imgur.com/45TGoBi.jpg
https://i.imgur.com/EDEabXu.jpg
https://i.imgur.com/kP6nHMH.jpg
https://i.imgur.com/Kc3ZwNP.jpg
https://i.imgur.com/QNRKfkT.jpg
https://i.imgur.com/zq8VaaM.jpg
--
IG: ckpot_plussizetw
#bodyconfience #bodypositive #bodyacceptance
#fatpositive #fatacceptance #bigisbeautiful
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.163.191.164 (臺灣)
"
"hateOnas","[正妹] 18號","Mon Aug  2 10:53:02 2021","197","144","https://attach.setn.com/newsimages/2021/08/01/3251826-PH.jpg
https://uc.udn.com.tw/photo/2021/07/28/1/13143605.jpg
https://uc.udn.com.tw/photo/2021/07/28/1/13143606.jpg
https://uc.udn.com.tw/photo/2021/07/28/1/13143609.jpg
https://uc.udn.com.tw/photo/2021/07/28/1/13143608.jpg
https://www.instagram.com/zehragns18/
--
這個社會一直在談家庭、教育，以及工作間的平衡，我辭職之後回家帶小孩，
我沒想到這個社會是如此的不安全。
我真的很希望政府、各級單位，能夠做些事情讓媽媽放心帶小孩，
或者是讓媽媽放心工作
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.166.24.167 (臺灣)
"
"Zensj1023","[正妹] 射箭選手 安山","Sun Aug  1 16:44:25 2021","407","182","https://imgur.com/riSLCbf
https://imgur.com/3wuZ1VO
https://imgur.com/RF1tsz9
https://imgur.com/2pGe1So
https://imgur.com/uXHLSJK
恭喜安山獲得2020東京奧運射箭混雙、女子團體、女子個人項目共三面金牌
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.175.101.229 (臺灣)
"
"HarunaOno","[帥哥] 男子射箭個人賽第四 湯包 湯智鈞","Sat Jul 31 13:55:42 2021","388","39","
第四名作收 辛苦了！
https://i.imgur.com/VxaEB7N.jpg
https://i.imgur.com/f3GAe7C.jpg
https://i.imgur.com/yIBoGHD.jpg
https://i.imgur.com/75jnF6J.jpg
https://i.imgur.com/UYLnteV.jpg
https://instagram.com/tang.c.c?utm_medium=copy_link
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.56.91 (臺灣)
"
"oasis0141","[帥哥] Dimitrij Ovtcharov","Fri Jul 30 20:25:47 2021","358","35","https://i.imgur.com/G6V4G6D.jpg
https://i.imgur.com/UwtE9gX.jpg
https://i.imgur.com/lazJVyY.jpg
https://i.imgur.com/maIx2Hv.jpg
抗台殺手 歐洲最強球王
今日險勝國民金孫
多變的發球讓人難以預測
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.224.57.90 (臺灣)
"
"asdfgzxc","[正妹] 回不去的 上原亞衣","Thu Jul 29 23:07:18 2021","385","42","https://i.imgur.com/Ev9X1NZ.jpg
https://i.imgur.com/7Woci3C.jpg
https://i.imgur.com/vUMhaWv.jpg
https://i.imgur.com/8bFfQm8.jpg
https://i.imgur.com/yDc6eOF.jpg
https://i.imgur.com/bvvrfac.jpg
https://i.imgur.com/V14nBw4.jpg
https://i.imgur.com/i2JdbgQ.jpg
https://i.imgur.com/K5wkK97.jpg
https://i.imgur.com/YLB7gYo.jpg
https://i.imgur.com/IIbiv6E.jpg
https://i.imgur.com/K5wkK97.jpg
https://i.imgur.com/G14CzbF.jpg
https://i.imgur.com/NCpCuXx.jpg
https://i.imgur.com/vDrDWIl.jpg
https://i.imgur.com/3UDmmu6.jpg
https://i.imgur.com/8nLQ4u1.jpg
https://i.imgur.com/VxLwr7e.jpg
https://i.imgur.com/4IJBTXX.jpg
https://i.imgur.com/9vt46e0.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.82.49.6 (臺灣)
"
"asdfgzxc","[正妹] 漂亮但不實用的 本庄鈴","Thu Jul 29 00:47:33 2021","230","115","https://i.imgur.com/4pA4DSm.jpg
https://i.imgur.com/CvzL2gf.jpg
https://i.imgur.com/FO2p4w8.jpg
https://i.imgur.com/UySqNk2.jpg
https://i.imgur.com/K23N9GT.jpg
https://i.imgur.com/thvaliy.jpg
https://i.imgur.com/Ri2rOHv.jpg
https://i.imgur.com/H2K23QC.jpg
https://i.imgur.com/F5LKgZO.jpg
https://i.imgur.com/8WSiEuY.jpg
https://i.imgur.com/QrzbQVn.jpg
https://i.imgur.com/YWqQNdt.jpg
https://i.imgur.com/Kg3n0yH.jpg
https://i.imgur.com/CS9IXHr.jpg
https://i.imgur.com/cjyEpG4.jpg
https://i.imgur.com/9Wam2q7.jpg
https://i.imgur.com/aptihtr.jpg
https://i.imgur.com/OBircbT.jpg
https://i.imgur.com/EeUowM7.jpg
https://i.imgur.com/0qlhhja.jpg
https://i.imgur.com/0nDLyPa.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.82.49.6 (臺灣)
"
"DDDDRR","[正妹] さつき芽衣","Wed Jul 28 08:32:10 2021","505","155","https://i.imgur.com/9zwx5ym.jpg
https://i.imgur.com/P7Zt123.jpg
https://i.imgur.com/NAHMjVQ.jpg
https://i.imgur.com/zeNeqr0.jpg
https://i.imgur.com/gG8sBbJ.jpg
https://i.imgur.com/Y4e8goc.jpg
https://i.imgur.com/DOzl3dH.jpg
https://i.imgur.com/9he9STM.jpg
--
Sent from my iPhone 11 Pro
○ PiTT // PHJCI
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.71.213.88 (臺灣)
"
"xiemark","[正妹] 日本跳遠選手小玉","Tue Jul 27 12:08:40 2021","295","46","https://youtu.be/os7kDPhtPxY
【第105回日本選手権】 女子 走幅跳 決勝8位 ●小玉 葵水●

日本跳遠選手小玉 葵水
https://www.youtube.com/watch?v=FBZ4MNgnSJw
【第104回日本選手権】女子 走幅跳 決勝5位 ●小玉 葵水●
這位選手似乎成績不行，無法代表日本進入奧運田徑賽，不過她實在
非常可愛。
https://i.imgur.com/iwlrOqC.jpeg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.160.137.40 (臺灣)
"
"A030502903","[正妹] ≠ME 櫻井 もも","Mon Jul 26 19:21:09 2021","380","131","櫻井 もも
SAKURAI MOMO
血液型
A型
星座
おひつじ座
身長
152.7cm
生年月日
2004/4/13
出身地
神奈川県
https://imgur.com/hl7vlZT
https://imgur.com/2lsDVhG
https://imgur.com/5kKHbgJ
https://imgur.com/S7q5wMc
https://imgur.com/R26SV6p
https://imgur.com/t4LaH2D
https://imgur.com/t10ZrFM
https://imgur.com/OV4YByn
https://imgur.com/uFgifF0
https://imgur.com/KdC0SNS
https://imgur.com/hmr90g6
https://imgur.com/kDTYHLz
https://imgur.com/AdxgYcm
https://imgur.com/UEo7qCC
https://imgur.com/7svcLwQ
https://imgur.com/SmG4X0w
https://imgur.com/naqcPrW
https://imgur.com/qbKdJcK
https://imgur.com/IfLzOe0
https://imgur.com/6txiFA4
https://imgur.com/OT7CMwJ
https://imgur.com/ddpgsnw
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.249.137.202 (臺灣)
"
"Tom1202","[帥哥] Fernando Alonso","Mon Jul 26 03:40:05 2021","464","163","雙倍新人 大頭
https://i.imgur.com/iZu9ba8.jpg
https://i.imgur.com/w3t2P5l.jpg
https://i.imgur.com/bvkdQ2G.jpg
https://i.imgur.com/cJlzCtq.jpg
https://i.imgur.com/cvqNbZ5.jpg
https://i.imgur.com/ySqOc1H.jpg
----
Sent from BePTT on my LGE LM-G710
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.229.93.233 (臺灣)
"
"kensues","[正妹] 義大利體操雙胞胎","Sun Jul 25 10:13:50 2021","334","61","剛剛在看丁華恬妹妹的比賽的時候
突然發現跟仙女一樣漂亮的人竟然出現兩次
去查了一下是義大利的18歲雙胞胎 Alice & Asia D’ Amato姐妹
https://i.imgur.com/7cVxMLG.jpg
https://i.imgur.com/pwDD8H3.jpg
https://i.imgur.com/nEwuQ33.jpg
我已經分不出來誰是誰了…
然後私心放一張她們蘿莉時期訓練的照片
https://i.imgur.com/13LIuST.jpg
姐妹ig: asic2003 和 damatoalice
現在正在比賽 可以現在看她們表演！
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 162.208.171.230 (加拿大)
"
"ReiKuromiya","[正妹] 西村歩乃果","Sat Jul 24 16:28:39 2021","37","173","https://i.imgur.com/30raNHl.gif
https://i.imgur.com/ZffRLJw.gif
https://i.imgur.com/ffppbzQ.gif
https://i.imgur.com/t2ws4B4.gif
https://i.imgur.com/nLULjn8.gif
https://i.imgur.com/rWIC2hW.gif
https://i.imgur.com/UPuT3sE.gif
https://i.imgur.com/xqdh3CT.gif
https://i.imgur.com/AQW4ICH.gif
https://i.imgur.com/ENdvnND.gif
https://i.imgur.com/8sktMag.gif
https://i.imgur.com/UVeYVio.gif
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.34.118 (臺灣)
"
"ReiKuromiya","[正妹] 高梨瑞樹 ","Fri Jul 23 09:50:41 2021","584","151","https://i.imgur.com/FHqUaor.jpg
https://i.imgur.com/WCENsZ9.jpg
https://i.imgur.com/x7z4N6b.jpg
https://i.imgur.com/ncgAf4V.jpg
https://i.imgur.com/ettjpQa.jpg
https://i.imgur.com/RU5NT03.jpg
https://i.imgur.com/YM6Ajxh.jpg
https://i.imgur.com/Qy7urQm.jpg
https://i.imgur.com/wOShj0M.jpg
https://i.imgur.com/diEB0Ha.jpg
https://i.imgur.com/BMkX6pN.jpg
https://i.imgur.com/MsHUfd6.jpg
https://i.imgur.com/YwkVGPy.jpg
https://i.imgur.com/Y8B9jpe.jpg
https://i.imgur.com/HlOIilj.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.217.245.237 (臺灣)
"
"asxc530530","[正妹] 詹","Thu Jul 22 11:47:40 2021","109","54","https://i.imgur.com/3eBXLDm.jpg
https://i.imgur.com/BUmlMOu.jpg
https://i.imgur.com/pB8uN77.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 140.123.77.48 (臺灣)
"
"rasiel0919","[正妹] 很大的混血","Wed Jul 21 20:09:17 2021","412","147","Pamela asahi
https://i.imgur.com/LrFTlOd.jpg
https://i.imgur.com/MxTi9rd.jpg
https://i.imgur.com/XPmMiJs.jpg
https://i.imgur.com/xk8uW5h.jpg

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 203.204.171.178 (臺灣)
"
"ReiKuromiya","[正妹] 大條美唯 ","Wed Jul 21 00:25:52 2021","111","199","https://pbs.twimg.com/media/E4tkt-FUYAUUxJW.jpg
https://pbs.twimg.com/media/E4zD_AbVUAAQfJP.jpg
https://pbs.twimg.com/media/E4ATn6cVIAM8fvQ.jpg
https://pbs.twimg.com/media/E4ATn6aVoAQZRxr.jpg
https://pbs.twimg.com/media/E4FL_3sVkAgkP_4.jpg
https://pbs.twimg.com/media/E4ElyFMVoAIwzS_.jpg
https://pbs.twimg.com/media/E4O-sdyVkAEYY1A.jpg
https://pbs.twimg.com/media/E4O-sdzVoAMMR_P.jpg
https://pbs.twimg.com/media/E5NuwDEUYAU7So_.jpg
https://pbs.twimg.com/media/E2ZYoETVcAM4Vz2.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.217.225.94 (臺灣)
"
"chirex","[正妹] 大","Tue Jul 20 13:31:04 2021","275","138","https://imgur.com/4BzDnWY
https://imgur.com/eomki5v
https://imgur.com/74LbO0x
https://imgur.com/HMxsUI4
https://imgur.com/5NXIt3t
https://imgur.com/pe6LIoK
但跟你各位想的地方不一樣，
覺得長得有點像金魚腦。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.125.46.247 (臺灣)
"
"ckpot","[正妹] 大尺碼｜肉特(547)","Mon Jul 19 11:43:32 2021","425","39","Tayler Smith (US)
180cm｜44B-37-47
https://i.imgur.com/2Ox9AUP.jpg
https://i.imgur.com/SU6O9g5.jpg
https://i.imgur.com/KX2cScT.jpg
https://i.imgur.com/sOKyAFu.jpg
https://i.imgur.com/XV9Vgdf.jpg
https://i.imgur.com/V8ndzUv.jpg
https://i.imgur.com/3B9cL7G.jpg
https://i.imgur.com/ggVXANt.jpg
https://i.imgur.com/L4mWErR.jpg
https://i.imgur.com/rO9Zbqf.jpg
https://i.imgur.com/i0vVZA1.jpg
https://i.imgur.com/k3q125V.jpg
https://i.imgur.com/51zmraJ.jpg
https://i.imgur.com/tm2zQgw.jpg
https://i.imgur.com/t5bsb6B.jpg
https://i.imgur.com/oL5RsDN.jpg
https://i.imgur.com/0QwShcU.jpg
https://i.imgur.com/5ayS39g.jpg
https://i.imgur.com/CviD7H4.jpg
https://i.imgur.com/6kVbGyu.jpg

--
IG: ckpot_plussizetw
#bodyconfience #bodypositive #bodyacceptance
#fatpositive #fatacceptance #bigisbeautiful
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.163.176.104 (臺灣)
"
"Boss741108","[正妹] 四選一 誰最正？","Sun Jul 18 14:41:16 2021","299","127","https://i.imgur.com/y4AKgYY.jpg




左一
https://i.imgur.com/lXCHi28.jpg
https://i.imgur.com/0dhLpih.jpg
左二
https://i.imgur.com/FSDRyeT.jpg
https://i.imgur.com/o2WGrcq.jpg
右一
https://i.imgur.com/2wYcmou.jpg
https://i.imgur.com/q68yJu9.jpg
右二
https://i.imgur.com/21Ngc2L.jpg
https://i.imgur.com/sdsdMAL.jpg


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 203.204.76.5 (臺灣)
"
"s7503228","[正妹] 又大又圓的","Sat Jul 17 18:33:51 2021","309","16","眼鏡
https://i.imgur.com/78yUdlA.jpg
https://i.imgur.com/DOZsFXv.jpg
https://i.imgur.com/6cC0oLf.jpg
https://i.imgur.com/QR3NrRw.jpg
https://i.imgur.com/D8GoxES.jpg
https://i.imgur.com/L8E5nKT.jpg
https://i.imgur.com/RJU7GRv.jpg
前陣子很流行口罩裝
https://i.imgur.com/AfHXxor.jpg
這張是我去Google剛好看到的 發現主角不太一樣 下次再發=~=
https://i.imgur.com/kn4KwVd.jpg
--
https://i.imgur.com/ZczJRTS.jpg
https://i.imgur.com/240GKax.jpg
https://i.imgur.com/3As9ZWt.png
https://i.imgur.com/Mqtz5j5.png
https://i.imgur.com/YzAFR54.jpg
https://i.imgur.com/CGJyHqy.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 122.117.152.4 (臺灣)
"
"hot2299","[正妹] 韓國皮衣系列 IG:suji.q_","Sat Jul 17 00:22:27 2021","515","180","系列以韓國網紅穿搭皮製品為主
皮衣、皮褲、皮靴都在狩獵範圍內
給喜歡皮製品但非BDSM的同好
一樣先補上ig，已詢問過同意
https://www.instagram.com/suji.q_/
https://imgur.com/qnMsvKC
https://imgur.com/o7wXnE5
https://imgur.com/1gNxs2R
https://imgur.com/qWifQiN
https://imgur.com/hZzgcez
https://imgur.com/3alOpVS
https://imgur.com/BpzHscv
https://imgur.com/7FanZv1
https://imgur.com/g6JkzGK
https://imgur.com/bGFTqXG
https://imgur.com/3Q3neCd
https://imgur.com/NPQi6OP
https://imgur.com/Gi0cjKx
https://imgur.com/hxLT1ir
https://imgur.com/K7iBNzW
喜歡的客官請追蹤她吧~
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.138.183.56 (臺灣)
"
"hot2299","[正妹] 韓國皮衣系列 IG:win_hye02","Fri Jul 16 01:02:51 2021","358","85","系列以韓國網紅穿搭皮製品為主
皮衣、皮褲、皮靴都在狩獵範圍內
給喜歡皮製品但非BDSM的同好
一樣先補上ig，已詢問過同意
https://www.instagram.com/win_hye02/
https://imgur.com/GPyxMJE
https://imgur.com/kQb5Jak
https://imgur.com/Fj1CbpD
https://imgur.com/b3zRRu5
https://imgur.com/01iEgKZ
https://imgur.com/L65Gk6I
https://imgur.com/HD7MDck
https://imgur.com/ud9u4WJ
https://imgur.com/5bIl9Tl
https://imgur.com/hzcdhup
喜歡的客官請追蹤她吧~
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.138.247.210 (臺灣)
"
"chabaterii09","[正妹] 19歲","Thu Jul 15 08:15:27 2021","84","85","https://i.imgur.com/tHtYRsw.jpg
https://i.imgur.com/AI9TsNJ.jpg
https://i.imgur.com/IQkF9TN.jpg
https://i.imgur.com/vPLck73.jpg
https://i.imgur.com/njD1UKO.jpg
https://i.imgur.com/udKqkUe.jpg
https://i.imgur.com/mlUKwYA.jpg
https://i.imgur.com/AGDkS6U.jpg
https://i.imgur.com/qVkWG27.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.13.199.190 (臺灣)
"
"apple03","[正妹] HiNa~小栗蘇打","Wed Jul 14 06:48:59 2021","166","11","
出處是:丁特海外稽查

拍謝 剛剛失誤 po錯惹QQ 不是故意要刪文
還不熟悉圖片怎麼放
韓國
https://imgur.com/xT5kqG6

日本 HiNa
https://imgur.com/XloCv4x
主要是po HiNa
她實在好可愛歐 天啊
最近因為因為丁特 爆紅 本來直播少的可憐 只有100人左右
現在是日本排名前面的
不知道 可不可放影片 IG類的 現在只放兩張照片
不過她們yt影片跟IG都很好找

跟丁特無關的人物 自己喜歡的
小栗蘇打
https://imgur.com/0HUvkiX
中國來台灣念書的女生
芒果
https://imgur.com/soTOV4M
韓國人 來台灣工作 不知道為什麼yt停止更新
好像回韓國惹

魚肉在台灣 (小栗 魚肉 小杜 都是大陸的女生來台灣念書)
(不過我都只看小栗)
(她們三個人互相認識 是好朋友)
https://imgur.com/UPkW8h4
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.231.222.60 (臺灣)
"
"s7503228","[正妹] 很常被問的簽名檔","Tue Jul 13 12:22:16 2021","377","149","越南妹子 之前發過沒什麼人回 反到是拿去當簽名檔後一堆人在問
最近她更新了不少照片再貼一次看看
辦公室
https://i.imgur.com/GgJ83hz.jpg
https://i.imgur.com/wUzoMFb.jpg
https://i.imgur.com/RHGo4l8.jpg
https://i.imgur.com/KDovhgL.jpg
比較性感的風格
https://i.imgur.com/5z9Z7Hz.jpg
https://i.imgur.com/8F1gtVb.jpg
https://i.imgur.com/49lU0r4.jpg
https://i.imgur.com/A8ehfvX.jpg
https://i.imgur.com/8C8yVlx.jpg
內衣
https://i.imgur.com/cTsL2wO.jpg
https://i.imgur.com/cI2iRzu.jpg
https://i.imgur.com/ElRojBL.jpg
https://i.imgur.com/QPACixV.jpg
婚紗
https://i.imgur.com/B2UWsGk.jpg
可愛少女風格也很棒
https://i.imgur.com/DbOftZT.jpg
https://i.imgur.com/eFOGLI0.jpg
https://i.imgur.com/X08A3Hz.jpg
https://i.imgur.com/Uej4VYS.jpg
https://i.imgur.com/05vCOR7.jpg
https://i.imgur.com/wu4DXwa.jpg
https://i.imgur.com/Olv5iEI.jpg
回頭
https://i.imgur.com/N8QJwv6.jpg
滿喜歡這兩張的
https://i.imgur.com/WRFor6Z.jpg
https://i.imgur.com/OoM3Gtp.jpg
--
韓國妹子
https://i.imgur.com/OEHJ9Pi.png
https://i.imgur.com/8kQBCTw.png
https://i.imgur.com/N1X6362.png
https://i.imgur.com/jEe20c3.png
https://i.imgur.com/cOfIUTu.png
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 60.249.132.75 (臺灣)
"
"yavakaka","[正妹] 馨馨","Mon Jul 12 20:16:09 2021","543","184","
https://i.imgur.com/797heHV.png
https://i.imgur.com/g7gCeyW.png
https://i.imgur.com/eYRn281.png
https://i.imgur.com/XLqOvmX.png
https://i.imgur.com/3OJZW10.png
https://i.imgur.com/2Wc5JIb.png
https://i.imgur.com/92hKhRR.png
https://i.imgur.com/QUCT7ux.png
https://i.imgur.com/yepDT7s.png
https://i.imgur.com/jmrbn7v.png

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.52.197.158 (臺灣)
"
"harper9527","[帥哥] 今日最帥","Mon Jul 12 00:45:40 2021","347","70","https://i.imgur.com/351iIgH.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.141.37.43 (臺灣)
"
"A030502903","[正妹] STU48 岩田陽菜","Sat Jul 10 23:36:22 2021","338","188","生年月日
2003年2月21日
出身地
山口県
ニックネーム
ひなちゃん
血液型
A型
https://imgur.com/Uf9Msi3
https://imgur.com/4SEpJkF
https://imgur.com/4BdsVwl
https://imgur.com/xFdfBpD
https://imgur.com/eXzxkFu
https://imgur.com/psKlzRt
https://imgur.com/rFqWEJZ
https://imgur.com/taPVzNg
https://imgur.com/wrRfi8u
https://imgur.com/vRvXZLm
https://imgur.com/JwaTm9R
https://imgur.com/SjtFu1e
https://imgur.com/H67P5hO
https://imgur.com/HcN8xpq
https://imgur.com/WYH6h1u
https://imgur.com/3TH5fMC
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.249.165.87 (臺灣)
"
"ReiKuromiya","[正妹] 辻優衣","Sat Jul 10 00:04:59 2021","588","6","https://pbs.twimg.com/media/E36iOQaVcAEazrQ.jpg
https://pbs.twimg.com/media/E24jKwyUcAAz7I2.jpg
https://pbs.twimg.com/media/E24jKwwVIAQBQuK.jpg
https://pbs.twimg.com/media/E24jKwxUYAkxuvs.jpg
https://pbs.twimg.com/media/D-ZsII3UIAU5AMx.jpg
https://pbs.twimg.com/media/EySe9ATUcAsc3mx.jpg
https://pbs.twimg.com/media/EexiNO9U8AErWMn.jpg
https://pbs.twimg.com/media/E53dmpAVoAcm8_W.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.217.225.142 (臺灣)
"
"jay0000","[帥哥] 湯姆希林","Fri Jul  9 10:55:14 2021","132","48","Tom Schilling 眼神憂鬱的性格男演員 1982年生
曾獲得德國奧斯卡最佳男主角
舉手投足間的氣質會令人聯想到張國榮
https://i.imgur.com/SgIXHxb.jpg
https://i.imgur.com/ijMBW4w.jpg
https://i.imgur.com/GsSZoQi.jpg
https://i.imgur.com/8I0npFj.jpg
年輕時的盛世美顏
https://i.imgur.com/2Ir5mCK.jpg
https://i.imgur.com/8gJtWSv.jpg
https://i.imgur.com/X2GfU8s.jpg
https://i.imgur.com/8mlIMHr.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.159.5.98 (臺灣)
"
"shenyang","[正妹] 小酒窩","Thu Jul  8 16:38:19 2021","106","182","https://i.imgur.com/U0OBehq.jpg
https://i.imgur.com/yeTy2kb.jpg
https://i.imgur.com/6ZKMBvD.jpg
https://i.imgur.com/kPOSii1.jpg
https://i.imgur.com/5vUW5yD.jpg
朋友的朋友，蠻喜歡這種型的，分享一下～
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.162.109.178 (臺灣)
"
"epili","[正妹] 健康美","Wed Jul  7 00:28:28 2021","606","115","https://i.imgur.com/pBF8CRl.jpg
https://i.imgur.com/cJFnmDd.jpg
https://i.imgur.com/FCwwZ52.jpg
https://i.imgur.com/22fdxTe.jpg
https://i.imgur.com/0wCHbg4.jpg
https://i.imgur.com/CaMfkMu.jpg
https://i.imgur.com/oWR4YSF.jpg
https://i.imgur.com/EgGYSZv.jpg
https://i.imgur.com/fo9QmJw.jpg
https://i.imgur.com/f891HnW.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.229.203.65 (臺灣)
"
"espada","[正妹] 辣媽模特","Tue Jul  6 01:33:57 2021","406","125","https://i.imgur.com/FwGspNR.jpg
https://i.imgur.com/TP1neIl.jpg
https://i.imgur.com/xDrTnCo.jpg
https://i.imgur.com/RM94tlE.jpg
https://i.imgur.com/BiC2qoH.jpg
https://i.imgur.com/xs9q50V.jpg
https://i.imgur.com/Az39Hy0.jpg
https://i.imgur.com/OjtPdAB.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.9.112.92 (臺灣)
"
