"author","title","post_time","like","hate","article"
"ethan5566","[情報] 虎牌夢重力保溫瓶500ml*2 $1111","Sun Dec 19 14:14:25 2021","544","135","最近天冷在搜尋保溫瓶剛好看到momo的價格
比較過一些購物網站及蝦皮
這樣的價格還算優惠！
感覺蠻可以下手的，目前還在考慮中
夢重力大家蠻推的
顏色也很好看！
不知道大家對虎牌評價如何呢？
https://reurl.cc/RbxxMZ
https://i.imgur.com/0Tta2gc.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.9.103.107 (臺灣)
"
"yuweime","[情報] EPIC 電馭叛客2077 限時406元","Sat Dec 18 01:20:10 2021","395","105","https://i.imgur.com/4oO2urQ.jpeg
電馭叛客2077
限時5折+300折價卷
只要406元
雖然有滿滿的BUG，但聽說修正得差不多了?!
好像該衝了XD
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.249.160.225 (臺灣)
"
"langaly","[情報] Line TV 17號前觀劇一集 10LP","Thu Dec 16 19:56:29 2021","571","51","【追劇贈點】《婚禮歌手》為新人圓夢！完成追劇任務得10點
活動期間：2021/12/12 00:00 - 2021/12/17 23:59
凡在活動期間內，完整觀看指定戲劇任一集，
就送LINE POINTS 10點（只限點擊活動連結）
活動頁面：https://reurl.cc/GbWdnp
1、【任務說明】
凡於活動期間內，完整觀看下方指定戲劇任一集，就送LINE POINTS 10點！
⇩⇩指定戲劇連結⇩⇩
《婚禮歌手》https://bnc.lt/MuAd/jpcSSXcaskb 連結修正
2、【得點步驟】
Step1. 開啟LINE TV ，並選擇以「LINE帳號」登入LINE TV
Step2. 點擊上方 指定戲劇連結  即可參加活動（僅限點擊活動頁綠色按鈕或指定戲劇連
結參加才被列入活動對象）
Step3. 活動期間內，完整觀看指定戲劇任一集
Step4. 任務完成！
3、【LINE POINTS發送】
活動截止日後10-14個工作日發送完畢，如遇假日則順延至假日結束之翌日。

以前都看省錢版有情報文才去點LINE TV加減賺點，
後來都沒人貼就以為都沒活動了..
最近又有人分享才發現原來一直有活動Otz
這個任務一集10點的覺得蠻OK的，五天五點的就PASS了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.37.219.66 (臺灣)
"
"vivian90369","[情報] 12/19「高雄」捐血送全聯禮券","Wed Dec 15 21:15:00 2021","149","82","https://i.imgur.com/6xyM50n.jpg
大寮天聖宮 祝 有．捐．有．保．庇祝
  2021/12/19（日）
.
  捐血250cc
  贈全聯禮券2張
  捐血500cc
  加倍贈
送完為止/送完為止/送完為止，趕快來喔！
#捐血一袋救人一命
#大寮天聖宮熱情贊助
#大寮區公所前辦理

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.217.247.144 (臺灣)
"
"burnsy0018","[情報] 全家聖誕禮物福袋卡","Tue Dec 14 22:33:16 2021","187","149","剛在群組看到的，感覺還不錯，尤其是會喝單品美式的人
明天開賣一張售價500元，有可能刮到再加100購物金？
使用期限至明年4/30

https://i.imgur.com/chm116f.jpg

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.252.1.48 (臺灣)
"
"fishone","[情報] Happy Tuesday 小披薩外帶129","Tue Dec 14 12:04:41 2021","341","106","哈哈
最近每週二和週六都有特價為常態
https://i.imgur.com/9jdnqa1.jpg

給大家參考
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.102.234.130 (臺灣)
"
"hc1nd260","[情報] momo 迷你砂糖橘 限時下殺","Mon Dec 13 18:19:32 2021","409","29","超迷你珍珠砂糖橘(5斤/箱-共2箱10斤)
折扣後價格999元
https://i.imgur.com/zPHsETe.jpg
來源:https://reurl.cc/bnQaKM
想吃砂糖橘的可以入手了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 112.78.69.197 (臺灣)
"
"joe369168","[情報] 家樂福超市 拿鐵會員價29元","Sun Dec 12 16:53:19 2021","465","125","https://i.imgur.com/QNkDVF5.jpg
剛去買水順便逛逛看到的
不確定 家樂福量販店 是否也有
店員小姐也不知道特價活動到何時
----
Sent from BePTT on my Xiaomi Redmi Note 7
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.138.45.219 (臺灣)
"
"knosmund","[情報] 淘寶滿1212折120 (人民幣)","Sat Dec 11 23:27:09 2021","188","101","
折扣碼提早曝光了
滿人民幣1212現折120
輸碼【DDCL12】
使用期限是等等的12點到1點之間
也有低一點門檻的
滿人民幣299現折30
輸碼【DJNT12】
滿人民幣699現折70
輸碼【DCP512】
有圖有證據
https://i.imgur.com/AcOe3Ob.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.136.117.79 (臺灣)
"
"m292532","Re: [情報] （更新）12月7-11寄取件拿11元抵用券","Fri Dec 10 23:18:31 2021","461","203","更新
截止時間改到12/11  23:59
昨晚不知道是不是太趕被罵？還是放煙霧彈要讓大家快點領貨？
https://i.imgur.com/WO1a9oR.jpg



以下資訊已過期
————————————————————————-
還有40分鐘，活動就結束了，還沒寄或領包裹的請把握機會
https://i.imgur.com/EBXsCyp.jpg
※ 引述《grdobrg (WD)》之銘言：
: 看了一下版上好像沒po過
: op自D
: https://i.imgur.com/jnCzSLM.jpg
: 寄件/取貨都送11
: 記得要拿小白單
: 寄冷凍還另外送30
: 今天才拿了四件包裹瞬間少了16元，太無情了
: 瘋狂大撒幣是不是想洗白啊，嘻嘻
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.10.66.200 (臺灣)
"
"xiang94ilg","[情報] 12月foodomo外送優惠碼&回饋op點","Fri Dec 10 13:50:03 2021","537","89","看到沒人發就順手發一下, 他們家最近外送活動挺多的可以點
https://tinyurl.com/y5gmjlep
《活動一》
2021/12/10 - 2021/12/12
使用foodomo APP訂購《Mister Dount 統一多拿滋》享多拿滋甜甜圈優惠價8入222元優惠
（原價312元）
※單筆限購乙組、不需輸入優惠碼。
※限定39元品項，由門市夥伴隨機挑選。
-
《活動二》
2021/12/08-12/10 #最後一天
超級品牌日輸入指定優惠碼即享指定品牌消費75折
>> 康是美－輸入優惠碼「CMS10」，外送不限消費金額即享75折優惠
>> 夢時代－輸入優惠碼「KDS08」，外送不限消費金額即享75折優惠
-
2021/12/10 - 2021/12/12
>> 台北時代－輸入優惠碼「PTT10」，外送不限消費金額即享75折優惠
-
《活動三》
即日起 - 2021/12/31
foodomo全平台免運優惠
滿低消享免運，運費3公里內免費(超過3公里，每公里加價15元)
＊免運優惠部分商家除外
-
《活動四》
2021/12/01 - 2021/12/31
消費者於12月單筆外送消費滿300元，週週抽消費金100元
＊回饋於隔週抽出五名幸運兒回饋現金券，限制7天內使用。
＊獎項會直接發布到各位得獎者帳號中。
＊請務必留意帳號與通知的使用期限，逾期不補發。
-
《活動五》
2021/12/01 - 2021/12/31
12月期間外送消費滿250元五次，即可抽精美好禮
好禮包含：現金折價券、iphone13的256G
折價卷：500元 2名、200元 3名、100元3名
iphone13的256G ：1名
＊得獎名單於2022/01/04公佈
-
《活動六》
2021/12/01 - 2021/12/15
foodomo #全平台優惠 結帳金額滿199元，選擇外送服務，回饋OPEN POINT點數15%，最高
回饋100點‼
foodomo #統一超商優惠 結帳金額滿199元，選擇外送服務，回饋OPEN POINT點數19%，最
高回饋100點‼
＊OPEN POINT數量有限，贈完為止。
＊OPEN POINT統一將於2021/12/31 23:59前發放完畢。
-
《活動七》
2021/12/06 - 2021/12/10
外送單筆消費滿199元，輸入指定優惠碼『DEC03』立即現折30元
＊期間限定優惠。
＊不限新舊會員可使用2次。
＊數量有限兌完為止。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 175.182.110.113 (臺灣)
"
"lalababys","[情報] 亞太年終最強140元超量18M吃到飽","Thu Dec  9 23:19:27 2021","175","13","網址：https://www.aptg.com.tw/eshopevent/140flash/
https://i.imgur.com/OdVnMh9.jpg
亞太今天推出的新資費
免費10GB流量 超量降速18M吃到飽
這次一樣加送140的通話分鐘數
有需要的人可以參考
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.114.186 (臺灣)
"
"lalababys","[情報] 特力屋今日line購物最高23%","Thu Dec  9 01:28:58 2021","447","164","看了一下好像還沒有人分享~
今天使用LINE購物購買指定商品，使用LINE購物導購&LINE PAY付款
再加上愛家卡1%回饋，最高回饋23%
登入再送大禮包&可抽獎(人人有獎)
https://i.imgur.com/LshS14w.jpg
雙11沒買夠的~雙12可以買一波
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.106.13 (臺灣)
"
"antiblue","[情報] 新光三越會員扣10點領1000紅包","Wed Dec  8 12:58:05 2021","29","111","新光三越年末發紅包，會員扣10點，免消費送1000電子禮卷最多可領三份
https://udn.com/news/amp/story/7270/5944799
https://i.imgur.com/zSlTFGY.jpg
已成功領取2份
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.83.140.167 (臺灣)
"
"charles0939","[新聞] 嘉市賣場百貨周末打莫德納 送200元禮券另","Tue Dec  7 22:30:06 2021","28","77","嘉市賣場百貨周末打莫德納 送200元禮券另加碼電影票

2021-12-07 21:26 聯合報 記者林伯驊／嘉義即時報導
催打莫德納疫苗，嘉義市政府今天宣布本周末在賣場、百貨設施打站，符合第1到3劑民眾
，接種就送200元家樂福禮券；周六在家樂福嘉義店、北門店，業者加碼200組飲料及麵包
；周日在嘉市秀泰影城，業者加贈電影票，另一據點在遠百6樓，多送150份遠百餐廳的好
食券100元。
市府衛生局指出，預估嘉市約有3萬人尚未打第1劑，並配合中央加強疫苗覆蓋率，推「期
間限定莫德納疫苗接種方案」，致贈接種者每人200元家樂福禮券；接種對象包括18歲以
上從未施打第1劑、第1劑打莫德納疫苗滿4周、第1劑打AZ疫苗滿8周、打過2劑任一新冠肺
炎疫苗滿5個月，攜帶健保卡及疫苗黃卡，到指定大賣場或百貨公司據點，隨到隨打。
衛生局說明，本月11日周六下午2點到晚間8點，在博東路的家樂福北門店、博愛路的家樂
福嘉義店，設置接種點，符合資格民眾去接種，除獲得200元禮券1張，兩家業者將各提供
100組飲料與麵包。
https://i.imgur.com/g8cISi1.jpg
嘉義市政府宣布本周末在家樂福、秀泰影城、遠東百貨設莫德納施打站，接種就送200元.
..
https://i.imgur.com/lJ0cD7j.jpg
嘉義市政府宣布本月11日、12日在家樂福、秀泰影城、遠東百貨設莫德納施打站。圖為..
.
本月12日周日，衛生局請聖馬爾定醫院在文化路的秀泰影城旁邊徒步區，上午11點到下午
6點開施打站，接種除可獲200元禮券，影城會贈送電影交換券1張，為限量送完為止；陽
明醫院則於垂楊路的遠東百貨公司6樓特賣中心，下午2點到6點設施打站，接種一樣除能
拿200元禮券，百貨提供150份100元面額的餐廳好食券。
https://udn.com/news/story/7326/5944933
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.123.138 (臺灣)
"
"z80101805","[情報] 起司公爵line禮物 買一送一＆10%回饋","Tue Dec  7 00:37:49 2021","537","118","https://i.imgur.com/r91fu6i.jpg
剛無意間看到Line禮物買一送一，不知道好不好吃
【買一送一組合】【起士公爵】【12週年新品】草莓甜心乳酪蛋糕(6吋)(宅配限定)
原價$1160/顆，期間限定買一送一
此商品一次出貨兩顆草莓甜心乳酪蛋糕
限量販售 數量有限 售完為止
每個LINE ID帳號最多購買or送禮『2次』
商品內容
商品品名 : 草莓甜心乳酪蛋糕 6吋
商品容量/重量：6吋/430克(±10克)/2入
商品中文成分：100%頂級凝脂乳酪、殺菌液蛋、蔗糖、草莓果泥、草莓碎粒
配送辦法
完成付款後起士公爵會速與配合的黑貓物流寄出,出貨時間七個工作天(不含例假日,配送區
域僅限台灣本島,外島區域訂單將予以取消,不另行通知。)
注意事項
送禮訂單，若在成立訂單時未填寫收件者地址，收件者可以至「我的/我的禮物/點擊商品/
填寫地址。若在成立訂單後10天內未填寫地址，則訂單將自動取消。
補個網址：
https://liff.line.me/1429440178-lwY6XWYD/shipping/321659553?utm_source=copy&utm_
medium=share
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.161.58 (臺灣)
"
"jou705","[情報] 7-11蜂蜜菊花茶375ml 6入39元 12/9~12/11","Sun Dec  5 15:42:17 2021","566","180","joxupejoy-2ji5k1je0tjx9
2021/12/9~12/11
https://imgur.com/JTzqjbS
7-11 iseLect蜂蜜菊花茶 375ml 6入 39元
原價一組90元
--
https://youtu.be/l_uxPacslT8?t
https://imgur.com/vLRcZ0p
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.138.112.246 (臺灣)
"
"frank20415","[情報] nac nac EDI超純水柔濕巾-line導購24%回","Sat Dec  4 19:20:12 2021","132","43","nac nac EDI超純水柔濕巾-88抽／共24包（附蓋）
此為箱購
此為箱購
此為箱購
透過line導購24%回饋，加上紅包(人人有獎P120限指定通路)
1190×0.76-120=785，相當於33/包
麗嬰房官網可用行動支付line/街口，搭配信用卡應該更划算。
現在周六周日還有全館12% line回饋，滿1212折-100，此商品可搭配其他用品湊到1500用折
扣碼1204再折-100。
小女剛出生半個月，正在湊齊日後必需品，平日受惠省錢版情報節省不少，比價後感覺有便
宜到分享給大家。
PS:現在也有消毒鍋24%回饋，只是已經在百貨下手了(沒這次划算....吐血...)
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.72.216.204 (臺灣)
"
"hana97","[情報] 高島年終慶滿3000送300","Fri Dec  3 18:00:38 2021","115","69","https://i.imgur.com/un2vwbR.jpg
TAKASHIMA高島門市限定
活動一
全館消費
滿3000元
送300元 購物金
(可任意換購高島商品）
活動二
https://i.imgur.com/Jq2zKZ5.jpg
6合1超值優惠組
俏膝膝、雙效美腿機、愛舒服、巧揉墊、iEye智能眼罩、休閒椅
(M-9102+M-6620+M-2209+休閒椅)(市值4390元）
憑任一五倍券購買此組合
再贈 微美舒壓棒M-1010&璀璨金美容棒各一
(市值3579元）
活動三
來店體驗即贈官方專屬設計口罩乙份(三入)
（數量有限，送完為止）
剛好要買按摩椅的可以再配合百貨優惠
北部
京站週年慶11/24-12/26全館滿3800送400
中部
廣三VIP大感謝11/25-12/12 全館滿3000送600紅利點數
中友百貨聖誕12/9-12/19 滿3000送300
南部
夢時代11/25-12/15紙本五倍券換6600商品券(限量)
還有其他活動歡迎各位大大補充

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.71.74.116 (臺灣)
"
"kjes924308","[情報] NB 237系列復古運動鞋1779元","Thu Dec  2 18:54:21 2021","287","37","雅虎NB官方直營店1999元的237系列鞋款可領1800享88折的折價券再折220元
折後都是1799元
桃子和海鮮的官方直營店是賣2680元
價差很大
有想買237系列的話可參考
MS237SC-D 灰
https://bit.ly/3dil7JP
MS237CC-D 黑
https://bit.ly/3DjQuhM
WS237MP1-B 藍綠粉
https://bit.ly/3rr8aWr
WS237CD-B 灰
https://bit.ly/3EiNovM

滿3千有送一個NB鑰匙圈
https://bit.ly/3Ig3ybG
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.9.136.101 (臺灣)
"
"azs90135","[情報] 玉山振興早鳥禮搭配7-11振興福袋2.0","Wed Dec  1 21:23:36 2021","415","27","玉山有綁振興五倍卷的早鳥禮
今天開始領取
早鳥禮可以用到2022/04/30
一般卡友一個人300，最多1500
玉山世界卡、無限卡及公務人員國民旅遊卡專屬活動
一個人400，最高2000
領取方式如下：
7-11 ibon 刷卡活動兌換券列印方式：
步驟1：ibon首頁點「好康╱紅利」→「玉山銀行」；
步驟2：輸入正卡人身分證字號 、正卡卡號前 8 碼 、卡片背面末 3 碼；
步驟3：顯示持卡人紅利及活動點數 (若可兌換 1 張抵用券，「活動點數」會列示 1 點)
步驟4：點選早鳥禮，數量一次最多五份→確認兌換→列印後於超商消費使用。
# 圖文教學→ ibon機台列印。
→現金抵用券使用規範詳見7-ELEVEN官網 。
振興五倍
https://i.imgur.com/5PEUHzT.jpg
列印出來後搭配
振興福袋2.0 2300換3000活動
一般卡友用1500元早鳥禮
剩下800元刷橘子支付
可以回饋20%，160元
可以刷看看能不能預購
這個我沒試過
https://i.imgur.com/dClVxrt.jpg
肉身實測
https://i.imgur.com/N5dzgVs.jpg



--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.16.68 (臺灣)
"
"iscool","[情報] GODIVA冰淇淋買一送一","Wed Dec  1 09:47:04 2021","439","18","GODIVA冰淇淋買一送一！限時4天限量供應必吃
本次優惠活動共有六款杯裝冰淇淋口味任選，其中黑巧克力碎牛奶巧克力、黑巧克力碎草莓
與黑巧克力碎焦糖咖啡口味冰淇淋內還含有心型巧克力片，讓聖誕月充滿溫馨甜蜜(販售口
味依門市公告為主)。

GODIVA杯裝冰淇淋買一送一
活動日期：
2021年12月2日 (四) 至 5日 (日)
杯裝冰淇淋買一送一販售門市：
微風廣場 /
遠百信義A13 B2F /
京站 1F /
新光三越南西 B2F /
SOGO復興 B3F /
SOGO天母 B1F /
板橋大遠百 B1F /
微風南京 1F /
新光三越信義A8 B1F /
生活形象店 /
新光三越站前 B2F /
林口三井 1F /
華泰 B2F /
台茂 1F /
新竹大遠百 B1F /
遠東巨城 1F /
台中大遠百 B2F /
台中新光三越 B2F /
中友百貨 B2 /
南紡購物中心 B1F /
新光三越西門 B2 /
漢神百貨B2F /
漢神巨蛋 B1F /
大魯閣 1F /
義享天地 B2
活動僅適用於GODIVA台灣專門店 （官網、機場及免稅店除外），產品數量有限，售完為止
，不得與其他優惠合併使用
來源:
https://bit.ly/3FWyLyG
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.2.230 (臺灣)
"
"ksuenjjr","[情報] Momo購物網BenQ ScreenBar可用折價券","Tue Nov 30 14:49:24 2021","197","175","雙十一時沒跟到85折
剛剛發現今天Momo ScreenBar和Plus都有補貨
Plus版個人使用-500折價券折後3190
一般版本可用-350折價券折後2640
跟雙十一時85折價格蠻接近的
不確定我使用的折價券是否有分眾
可以先在首頁領看看折價券
 https://i.imgur.com/AWU45Y4.jpg
 https://i.imgur.com/3b2FZxl.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.72.109.246 (臺灣)
"
"fssh710020","[情報] 日本Sony WH-1000XM4 午夜藍","Mon Nov 29 14:44:29 2021","454","194","https://www.sony.jp/headphone/special/WH-1000XM4LM/?s_pid=jp_/products/_WH-100
0XM4
https://reurl.cc/xEMd9e
https://i.imgur.com/go8B3hg.jpg
原價44000含稅
新出的午夜藍售價29700含稅
(黑色白色等還是維持44000）
新註冊帳戶直接可以有10%折價
另外連結line帳戶可以再抽折價券
我自己就抽到5000日幣折價
但這個券是透過事後匯款的方式到你的帳戶
所以要先有日本的銀行帳戶
算起來總共是29700*0.9+330運費=27060

早上因為太多人搶我一直進不去
剛剛刷成功只扣款6524
國際運費我估150～300
算起來不會超過7000台幣
免費三年保
可以加價改成五年之類的
另外日本其他店家應該也有賣
只是就沒有Sony官網的10%折扣

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.11.6.203 (臺灣)
"
"gyman978","Re: [情報] adidas ULTRABOOST $1999","Sun Nov 28 17:48:46 2021","253","58","※ 引述《Bastille (巴士底)》之銘言：
: ▼每日強檔‧瘋殺特賣▼
: adidas CNY ULTRABOOST 20 跑鞋 女 H04408
: 《週末限定★週二10點回價》
: 開始﹕１０／０８(星期五)１８：００
: 結束﹕１０／１２(星期二)１０：００
: 原價$5990．限時價↘$１９９９
: https://24h.pchome.com.tw/prod/DXBT0F-A900BGEPQ
: 男生款 2130
: 雙10閃購 72折(售價已折)
: adidas ULTRABOOST 5.0 DNA 跑鞋 男/女 (FZ1855/FZ1853)
: https://24h.pchome.com.tw/prod/DXBT0A-A900BMT86
: 還蠻便宜的 不用到outlet湊  比outlet還便宜
: ultraboost系列都還蠻好走的
: 可以參考看看~
剛剛收到補貨的email通知
看到上次這篇的留言底下 有板友惋惜沒size了
目前女鞋有UK4~6.5 男鞋只剩UK9跟UK10
分享給剛好是這size的
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 124.218.70.183 (臺灣)
"
