"author","title","post_time","like","hate","article"
"kim","Re: [討論] 喵喵現在是不是瑟瑟發抖","Mon Nov 22 01:39:17 2021","526","11","※ 引述《quackquack (火腿蛋餅)》之銘言：
: 原本以為兩隻要打季後賽的都在軟手
: 殊不知爪爪這三場比賽長打大爆發
: 氣氛超好 整個活過來了
: 反觀喵喵
: 最後兩場死屍打線
: 再加上住宿問題沒喬好
: 喵喵現在是不是瑟瑟發抖準備拿亞軍了？
獅隊看看人家老將打出什麼氣勢，
自己的老將打成什麼樣子。
話說統一雖然球迷比不上龍象，
但早期最讓獅迷驕傲的就是球員待遇好，
也最願意花錢充實二軍。
結果郭領隊退了之後，
看看後面接任的一個個都搞什麼樣子，
鬧三寶事件的、
只花錢在外掛洋將但本土零增強的、
現在還有借國中走廊練球的，
但是省那個錢卻又花大把錢續約打不出成績的老將，
我就請問他是堪比Jeter和ichiro，
身手退化仍可以帶進可觀商業價值嗎？
中信接了兄弟後雖然老是中邪，
但就是敢花錢給資源；
如果對上以前的劉家Lamigo輸了也只能認命，
劉家財力雖然比較弱，
但策略精準和經營的用心不輸給中信；
現在對上的是一個十幾年來，
都把球隊當冷衙門的統一集團，
今年中信沒有贏的話真的沒天良啦！
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.105.50.100 (臺灣)
"
"b122771","Re: [討論] 富邦現在換血是不是慢了點","Sun Nov 21 23:25:33 2021","357","165","原因是 - 因為制服組的人不一樣阿 ~
以前在那米哥，有劉玠廷與浦瑋青當後勤夠給力處理挑兵選將
挑了一批又年輕又好用的兵
當年兵多到號稱：拉那米哥的二軍出來，也可以組成中職第五隊
那些年~ 將那米哥的兵力過度消耗後，跳槽...
悍將制服組這幾年以重賞有勇夫的策略拉兵進來
但是老兵傷的傷，年輕的不成氣候，青黃不接
洋將當這邊是夏令營，愛來就來，想走就走...
2年過去 ~ 才驚覺一切跟當初想的都不一樣...
只好亂槍打鳥，將試著做出更多改變
期待明年會不會產生一些變化...
沒有變化的話？  那麼教練的合約就會產生變化了。

一般職場很多也是這樣
很多經理的業績，很多是下面的人幫忙造就拱上去的
開始幻想自己很厲害
跳槽後，發現不是那麼回事，才醒過來
沒有那個環境與人力，自己根本不是個咖
只能打電話試著多拉以前的人看看過來願不願意跳過來幫忙
願意過來的..只能杯水車薪
接著搞東搞西，看看能不能提升業績
過了一陣子~ 老闆沒耐心問了一句：錢也給了，也找了一堆人進來，為什麼業績還是這樣
呢？
老闆：那..你就走人吧 !
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.44.122.138 (臺灣)
"
"thnlkj0665","[分享] 陳禹勳 FB - 祝福中信兄弟、統一獅","Sun Nov 21 22:06:41 2021","399","143","https://tinyurl.com/57sjbnaz
我的球季結束了！
謝謝每一位今年幫助跟鼓勵過我的人
很遺憾沒能拼到總冠軍
祝福中信兄弟跟統一獅
打出精彩的台灣大賽！
我會收看比賽幫你們加油
#我們明年見

https://imgur.com/oQcv37e.jpg

鄉長在今年總冠軍戰不曉得會支持哪一隊

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.35.163.74 (臺灣)
"
"BlakeGriffim","Re: [分享] 中信兄弟歷年總冠軍賽主場戰績","Sun Nov 21 20:59:21 2021","165","176","主場6-12
那客場呢
2014
G1 中信 0:3 Lamigo
G2 中信 6:7 Lamigo
2015
G1 中信 6:8 Lamigo
G2 中信 6:5 Lamigo
G6 中信 4:5 Lamigo
G7 中信 0:11Lamigo
2016
G3 中信 9:10 義大
G4 中信 1:10 義大
G5 中信 1:11 義大
2017
G1 中信 8:5 Lamigo
G2 中信 5:14Lamigo
2019
G1 中信 5:6 Lamigo
G2 中信13:6 Lamigo
2020
G3 中信 5:1 統一
G4 中信 6:3 統一
G5 中信 0:6 統一
共5W11L
略低於主場勝率
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.194.181.205 (臺灣)
"
"cho840929","[分享] 今日NPB觀眾人數 日本一 Game2","Sun Nov 21 20:26:09 2021","92","72","  2021/11/21  星期日  
 歐力士  0:2  養樂多 @大阪巨蛋
 觀眾：17075人  時間：02:56
 高橋奎二完封勝 青木宣親勝利打點

票房看起來是完售
系列賽  歐力士 1:1 養樂多
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.194.10.183 (臺灣)
"
"b122771","Re: [分享] 林智勝生涯滿貫全壘打列表","Sun Nov 21 19:46:52 2021","496","116",": 9     2016年05月07日   新莊    郭恆孝(獅)
晚安阿
又是批踢踢老人憶當年時間...
老人 2016/05/07 在新莊球場目睹林智勝打滿貫砲
當年是噁名昭彰的彈力球年
老人家我當年寫了這麼一段
我中職比賽現場看過三隻滿貫全壘打
第二支與第三支恰好同時發生在這一場  所以印象很深刻
那場比賽現場單場看完 5 支全壘打
看的感覺其實有點無趣....有點像玩棒球電玩 隨便打都全壘打 的那種即視感
甚至會有點厭惡
所以  球不要用那麼彈啦
還有～經歷彈力球的投手  會不會一半以上的都有後遺症阿…縮短人家運動生命
題外話
第九局時我就慢慢移動到出口了
結果沒有想到買嘉儀也打了一支滿貫砲。
那支滿壘全壘打  落點落在我之前八局坐的座位左手邊...
人剛離開不久..球就落在座位旁邊
示意圖：
https://imgur.com/MUWx3O3
影片
https://www.youtube.com/watch?v=GQ2nWrctaKc
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.44.122.138 (臺灣)
"
"crayon56","[炸裂] 林智勝-生涯第289轟","Sun Nov 21 19:01:15 2021","94","185","我們的乃耀阿給
昨天擊出再見全壘打的大師兄林智勝
在球隊0:3落後的情況下
面對樂天投手曾仁和擊出逆轉滿貫砲
在今年最後一場例行賽
打出本季第三轟，不但連兩天開轟，更是生涯的第289轟！！
用逆轉滿貫全壘打追平泰山障礙！！
太扯了真的太扯了
天生英雄命不是在開玩笑！！
https://i.imgur.com/IvQ8EHm.jpg
--
https://imgur.com/suWtop6
https://imgur.com/ZlhUXeL
https://imgur.com/ep2MzfZ
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.9.140.175 (臺灣)
"
"hydroer","[討論] 總冠軍戰爪爪會帶粥董嗎?","Sun Nov 21 17:16:19 2021","475","132","好少看到周董先發守備
甩恩齋 已經老梗了
現在叫粥董

想請問球迷覺得粥董會被帶到總冠軍戰嗎?
今天田中二佬雙雙先發(有守位，非DH)
應該就是決定總冠軍戰名單前的最後測試了吧?

兩佬的總冠軍戰，看一次少一次
不過他們的不軟手特性 倒是大勝一堆中生代新生代爪爪們
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.192.224.100 (臺灣)
"
"go190214","[新聞] 獅隊失去總冠軍賽主場優勢 林岳平：盡快","Sun Nov 21 15:50:18 2021","238","169","獅隊失去總冠軍賽主場優勢 林岳平：盡快調整
中職統一獅隊今天以2比7不敵味全龍隊，確定失去總冠軍賽4場主場優勢，要從客場開始
打，教頭林岳平認為，最近確實球員狀況不好，接下來要趕快調整，在開打前調到最高點
。
獅隊雖然在18日順利下半季封王，拿到總冠軍賽的門票，但其實近況不佳，今天吞下3連
敗，近期8場比賽吞下7敗，因此確定全年勝率無法領先中信兄弟。即使最後兩隊勝率相同
，但因兄弟有對戰優勢，總冠軍賽確定由兄弟取得4場主場優勢，首戰預計將在27日於台
中洲際球場開打。
談到近期球隊狀況低迷，賽後獅隊總教練林岳平表示，「球員狀況確實不是很好，就是想
表現，但一直表現不出來，但球隊最少有進到季後賽，就剩下時間趕快去調適，在短期比
賽前把自己調到最高點。」至於近期失誤過多的問題，林岳平也希望可以透過接下來的時
間，尋找可以在季後賽守備的人員。
雖然失去4場主場優勢，要先從客場開始打，第3至5戰才會回到獅隊主場，不過林岳平認
為沒有關係，「客場主場都還好，都是7場，客場只是移動比較辛苦，面對球賽都一樣。
」接下來獅隊會先休息2天，之後開始在台南練球，備戰總冠軍賽。
獅隊例行賽已經全數結束，本季以64勝51敗5和、勝率5成57作收，林岳平說：「大家都辛
苦了，奮戰一整年，也突破去年一整年例行賽成績（去年勝率4成87），接下來還有重要
的季後賽，希望球隊接受挑戰，成為衛冕軍。」
https://bit.ly/3HG1j1i
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.195.148.24 (臺灣)
"
"thnlkj0665","[新聞] 前旅美左投王志庭城市對抗賽登板 拼旅外不排除中職","Sun Nov 21 13:19:37 2021","581","59"," 前旅美左投王志庭城市對抗賽登板　拼旅外不排除中職 
記者楊舒帆／新北報導
前皇家左投王志庭今年被釋出，參加U23世界盃後返台自主訓練，他與台北興富發簽約，
25日開打的城市棒球對抗賽有機會後援出賽，繼續等待旅外合約，也不排除明年回中職選
秀。
王志庭U23世界盃前夕收到被釋出消息，他坦言，「心情很差，給自己壓力很大，U23投手
教練（李金龍）鼓勵我好好丟。」中華隊預賽關鍵一役對多明尼加，王志庭賽前就已經手
指瘀血，但仍忍痛投4局狂飆8K，另外出現2次保送沒有被擊出任何安打，完全壓制多明尼
加打線，率隊贏球保住晉級機會。回想當時表現，王志庭坦言，「賽前牛棚就發現血泡，
還好沒有破，直到第3局快不行了，趕快跟教練說。」
王志庭今年從新人聯盟出發，累計10場出賽後，8月中獲得升上1A的機會，共出賽7場，累
計14.2局失3分，奪18K，有7次保送，防禦率1.84表現不俗，各項數據是旅美4球季最低。
王志庭說，「主要用變速球，還有軌跡像二縫線的四縫線直球。」
U23世界盃結束後返台，王志庭在母校台體隨隊訓練，跟台北興富發簽下合約後北上，合
約附註若有職業球團合約可以馬上離隊。台北興富發主辦城市棒球對抗賽，將與新北禾聯
、台南市及屏東紅尾展開一週的比賽，王志庭定位後援，讓國內外球探觀察他的近況，對
於未來他採開放態度，以旅外合約為主，但也不排除回到中職參加選秀。
https://cdn2.ettoday.net/images/6014/d6014178.jpg
▲王志庭。（圖／記者楊舒帆攝）


來源: https://sports.ettoday.net/news/2128618

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.35.163.74 (臺灣)
"
"teramars","[新聞] 統一獅總冠軍戰「FLY HIGH」　誓言力拚","Sun Nov 21 11:08:25 2021","201","186","統一獅總冠軍戰「FLY HIGH」　誓言力拚二連霸

https://i.imgur.com/PtQfR81.jpg
統一7-ELEVEn獅勇奪下半季冠軍，全年度戰績以64勝51敗5和排名第二，總冠軍系列戰第
3、4、5場將為獅隊主場，其中第戰安排在高雄澄清湖棒球場擔任主場，而第4、5戰將回
到台南主場進行賽事。
去年對於獅隊是收穫滿滿驚奇的一年，從季初不被外界看好情況下，獅隊展現年度口號
精神TEAMLIONS，團結作戰拼進中職台灣大賽，而總冠軍系列戰從一勝三敗退無可退的局
面扭轉戰局，充分詮釋2020年統一獅總冠軍戰精神「FIGHTEAM」，展現團隊作戰，拿下
隊史第10座總冠軍金盃，2020年統一獅以驚奇之旅銓釋所有的表現。
2021年統一獅年度口號「FLYING」，延續去年達成隊史十冠，即將展翅飛向新的篇章。
今年球季對於職棒選手充滿著許多考驗包括疫情停賽、複賽，直到本週才完成例行賽，
整個賽季長達將近九個月的賽季，而下週即將今日一年一度眾所期待的中職台灣大賽，
象獅爭霸力拼年度最終目標「總冠軍」。今年總冠軍系列戰獅隊口號喊出「FLY HIGH」
誓言再次奪下冠軍金盃，達成隊史第三次二連霸殊榮，也力拼隊史第11座總冠軍。

本次獅隊總冠軍FLY HIGH主視覺形象設計與沛肯品牌設計合作，設計構圖以總教練林岳
平為中心，展現總教練運籌帷幄，智慧、調度整合球隊戰力，帶領獅子軍選手殺出重圍
，展現氣勢滂礡，堅不可摧的團隊作戰能力，整體設計構圖展現突破困境、殺出重圍，
即使近況獅子軍攻守出現疲態，但透過最後一週的整合及調整，勢必在總冠軍戰拼出一
場又一場精彩賽事，邀請一號隊友們無論主、客場一起進場聲援，成為教練、選手最佳
後盾，再創驚奇之旅2.0。

記者陳立勳／綜合報導
https://sports.ettoday.net/news/2128476

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.9.97.250 (臺灣)
"
"jackman1002","[討論] 【TS台灣大賽統一VS兄弟】猜先發","Sun Nov 21 01:37:30 2021","564","167","日程已排出
11/27（六）G1  洲際
11/28（日）G2  洲際
11/30（二）G3 澄清湖
12/1  （三）G4  台南
12/2  （四）G5  台南
12/4  （六）G6  洲際
12/5  （日）G7  洲際
如果兩邊Ace大將要投147場的話
間隔都只有3天休息 考驗德寶拉跟布雷克
預測統一獅
G1布雷克 G2猛威爾 G3霸能 G4古林
（飛利士傷後機率小了點）
本土長中繼胡智為
主戰連蹲捕手 林岱安
預測中信兄弟
G1德寶拉 G2象魔力 G3華德茲 G4呂彥青
（華德茲相比美隊較有不熟悉的優勢）
本土長中繼鄭凱文
主戰連蹲捕手 高宇杰
以這個賽制 345場的統一獅不會吃虧
用最好兩名洋投先在客場應付高張力的比賽
後兩名可以在主場發揮
以下半季整體攻守較優勢來看，前兩張能拿到1勝以上回去連打3主場，能給對手很大壓力
，尤其第5場兄弟總是沒贏過，再度交給大醫生來終結
戰術會是兄弟的短觸vs統一的速度戰盜壘
也會是投補搭檔的課題
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.192.156.45 (臺灣)
"
"oDNSoIce","[分享] 台日韓美職最年輕百轟球員","Sat Nov 20 23:34:36 2021","492","65","
中華職棒：陳子豪   2021（26歲114天）
日本職棒：村上宗隆 2021（21歲229天）
韓國職棒：李承燁   1999（22歲206天）
美國職棒：Mel Ott  1931（22歲132天）

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 119.14.64.25 (臺灣)
"
"kiwibee","[問題] 如果張泰山在統一沒被冰 有可能300轟嗎?","Sat Nov 20 22:15:49 2021","311","40","同樣的情況現在大師兄遇到了
泰山轉隊統一好像不歡而散
也不讓他上場
最後連退休式都沒辦
這種中職歷史舉足輕重的打者
退休的如此草率
希望大師兄明年可以華麗謝幕
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.9.30.69 (臺灣)
"
"saiulbb","[新聞] SPC-MLB》只在大聯盟出賽70場 光芒怪物有望獲破55億超狂大約","Sat Nov 20 21:47:17 2021","121","11","1. 新聞來源：
自由體育
2. 新聞標題：
MLB》只在大聯盟出賽70場 光芒怪物有望獲破55億超狂大約
3. 新聞內容：
2021/11/20 07:07
https://img.ltn.com.tw/Upload/sports/page/800/2021/11/19/phpiIqMMq.jpg
法蘭柯。（資料照）
〔體育中心／綜合報導〕光芒超級新秀法蘭柯（Wander Franco）在本季雖然只出賽70場
，在大聯盟待了104天，不過據傳光芒隊已經打算開給他一張破球團紀錄，最高來到2億美
元（約新台幣55.6億）的超級大約，來綁定這位好手。
光芒隊時常會在球員年資尚淺的時候就與他們簽下長約，如此一來球團就能在擁有高天賦
的球員尚未打出實績時，以低於市場的價碼將他們綁住，這項策略也與團隊一直以來都相
當嚴格控管團隊薪資有關。
目前光芒隊史最大的一張合約，是與前明星三壘手「龍哥」朗格利亞（Evan Longoria）
簽下的6年1億美元合約。
https://img.ltn.com.tw/Upload/sports/page/800/2021/11/19/phpm7GqvB.jpg
前光芒明星三壘手「龍哥」朗格利亞。（資料照）
法蘭柯在今年球季締造連續43場上壘紀錄，追平名人堂球星羅賓森（Frank Robinson）締
造的20歲以下連續最長場次上壘的大聯盟紀錄，本季他累積出賽70場，打擊率2成88，標
準化攻擊指數（OPS+）129，表現相當傑出。
季末法蘭柯與自己的隊友阿羅薩雷納（Randy Arozarena）以及太空人投手賈西亞（Luis
Garcia）一起入選了美聯新人王的決選名單，不過最終由阿羅薩雷納獲獎，法蘭柯排在第
三名，拿下30分。
美媒《MLBTR》分析，光芒被傳出的大約其實相當合理，以教士隊小塔提斯（Frenando
Tatis Jr.）為例，他在年資才滿2年時就被球隊以14年3.4億美元綁住，而另一位少年強
打，國民隊的索托（Juan Soto）也在今年被傳出有機會簽下棒球史上第一張破4億美元的
合約，因此若光芒認為法蘭柯有機會達成上述兩人的誇張表現，那麼10年2億美元的合約
對球團來說還是有可能成為一張超值合約。
4. 新聞連結：
https://sports.ltn.com.tw/news/breakingnews/3742267
5. 備註：
光芒隊各野手位置人選如下：
(1) C：Mike Zunino、Francisco Mejia、Joseph Odom*。
(2) 1B：Ji-Man Choi。
(3) 2B：Brandon Lowe。
(4) 3B：Joey Wendle。
(5) SS：Wander Franco。
(6) UT：Taylor Walls、Vidal Brujan。
(7) RF：Randy Arozarena。
(8) CF：Kevin Kiermaier。
(9) LF：Austin Meadows。
(10) OF：Manuel Margot、Brett Phillips、Jordan Luplow、Josh Lowe。
(11) DH：Yandy Diaz、Nelson Cruz*。
*：目前為自由球員。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.56.143.149 (臺灣)
"
"cho840929","[分享] 今日奥川恭伸","Sat Nov 20 20:52:13 2021","336","90","IP    NP  H HR  R ER BB SO  ERA               
7.0   97  6  1  1  1  2  3  1.29
2021日本一第一戰 奥川恭伸 對決 山本由伸
奥川投七局失掉一分 送出三次三振 兩次保送
本場最快球速152km/h 第七局仍有150
一.二.三.五局 歐力士都攻上得點圈 不過都無功而返
雙方前半段形成投手戰
隊友中村悠平在六局上打下一分 養樂多先馳得點
七局下被代打的Moya擊出陽春砲失掉一分 兩隊平手
八局上村上宗隆擊出兩分砲 養樂多再度要回領先
奥川再度取得勝投資格後退場休息
後續接手的清水昇驚險中繼一局 無失分
九局下 救援的麥哥滿壘被宗佑磨擊出安打追平
吉田正尚擊出再見安打逆轉

終場養樂多 3:4 輸球 讓歐力士取得一勝
奥川暫與日本一史上最年輕勝投擦肩而過

http://i.imgur.com/dSQ2ds7.jpg
問天了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.194.10.183 (臺灣)
"
"saiulbb","[新聞] 大都會搞定總管人選　老闆開綠燈給補強","Sat Nov 20 20:09:53 2021","92","120","1. 新聞來源：
CTWANT運動
2. 新聞標題：
大都會搞定總管人選　老闆開綠燈給補強
3. 新聞內容：
編輯：溫振甫 2021-11-20　12:20
大都會。（圖／達志／美聯社）
紐約大都會近日總算搞定了總管人選，由艾普勒（BillyEppler）接任，接下來的首要任
務，就是針對球隊不足的地方做補強，而今（20日）球隊老闆寇恩（Steve Cohen）接受
訪問時就表示，願意打開錢包去補強大都會需要的球員。
寇恩今天接受訪問時說：「為了合適的交易以及合適的自由球員，我願意去得到我們需要
的球員，我們想要有競爭力，我們想贏得分區冠軍，並且進入季後賽有番作為。」此外，
寇恩也向總裁奧爾德森（Sandy Alderson）以及總管艾普勒表示，他們將獲得一切資源。
媒體指出，大都會勢必得砸錢補強，畢竟他們的農場戰力相當薄弱；根據大聯盟官網8月
刊出的報導，大都會的農場系統戰力排在第22名，振中一共有3名百大新秀，包含阿瓦瑞
茲（FranciscoÁlvarez ）、巴提（Brett Baty）以及毛里西奧（Ronny Mauricio）。
另外，大都會今年休賽季面臨主力出走的危機，像是史卓曼（MarcusStroman）、康佛托
（Michael Conforto）、巴椰茲（Javier Baez）以及露波（ Aaron Loup），辛德加（
NoahSyndergaard）不久前和洛杉磯天使一張1年2100萬美元合約，將前進西岸打球。
寇恩表示，目前大都會在豪華稅的計算上，團隊薪資大約落在1.85億美元，而上賽季的薪
資上限為2.1億美元，如果下一份勞資協議沒有出現太大變化，大都會還有一些空間可以
補強球員。
4. 新聞連結：
https://www.ctwant.com/article/151606
5. 備註：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.56.143.149 (臺灣)
"
"huan0","[討論] 飛利士是不是被E到火大","Sat Nov 20 19:01:14 2021","295","128","未滿五局被換下來
今天場上發生接連的失誤
讓飛利士下場怒丟球帽
把手套砸到休息區排列整齊的棒子
最後看完場上喊了一句
是不是真的受不了了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.141.174.232 (臺灣)
"
"sam92084","[情報] 悲報 高苑工商黑豹旗16強出局","Sat Nov 20 14:45:51 2021","268","129","南部強權綠色怪物高苑工商今天在黑豹旗16強的比賽對上台北陽明高中被陽明高中2：0完
封，
前面幾屆都至少有第五名的高苑工商棒球隊隊史第一次在黑豹
旗16強淘汰回家！
最近幾年都是四五名在上下，今年直接16強掰掰
陽明高中前進八強！
https://i.imgur.com/aFKe8V2.jpg
https://i.imgur.com/QaboH8W.jpg
https://i.imgur.com/SvHIPAL.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.164.169.199 (臺灣)
"
"polanco","[情報] 老虎隊不打算花3億鎂簽任一名球員","Sat Nov 20 11:13:08 2021","36","134","Tigers do love Carlos Correa but have heard from Tigers people who insist they w
ill not spend $300M on any one player due to multiple needs. They are considerin
g Javier Baez and Marcus Semien (and possibly Trevor Story though that’s unconf
irmed), who won’t command that figure.
https://twitter.com/JonHeyman/status/1461843488962662408
Jon Heyman講的
老虎確實很愛Correa，但球團人士說他們不打算砸3億鎂在一個人身上，因為還有其他洞要
補
球團正考慮Baez跟Semien（可能還有故事哥）這些要價沒那麼高的球員



--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.138.4.253 (臺灣)
"
"obrag","[討論] 李子強投球有像大谷","Sat Nov 20 00:03:35 2021","500","42","https://youtu.be/FE_UslR_OZA
今天開箱新人李子強
球種多，直球、伸卡球、滑球很有水準，還會指叉、變速
球速快，控球也不錯，投球姿勢很像大谷
第五輪竟然還能選到這樣的水準，才21歲
宇宙邦今年選的還不錯，明年蒿吐露絲？

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.168.135.228 (臺灣)
"
"LSLLtu","[分享] CPBL本季雙殺打王排行榜Top10（～11/19）","Fri Nov 19 23:03:31 2021","445","183","最後三場爪吱三連戰除了中繼王的競爭外，也有可能會是雙殺打王的競爭，究竟會如何發展
讓我們繼續看下去……
1.詹子賢 14
1.林泓育 14
3.江坤宇 13
4.邱丹 12
4.林靖凱 12
4.林益全 12
4.梁家榮 12
8.林立 11
8.赫雷拉 11
10.林承飛 10
10.林祖傑 10
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.1.203 (臺灣)
"
"cc001225","[發錢] 舒服的比賽發錢","Fri Nov 19 22:16:44 2021","83","147","
兄弟近況慘到無以復加
感謝王者之師樂天不殺之恩
外加21年一輪最強RP
施捨給泥濘中的爪爪一勝

加映一些東西
大家參考一下
怕再被某迷檢舉
附上每則推文的文章代碼
#1X9CTuym
https://i.imgur.com/hyPxXww.jpg
#1XAtCH-J
https://i.imgur.com/z3QuhYE.jpg
#1XAtmgrg
https://i.imgur.com/NBaIunc.jpg

隨機兩位 各1001P 合計2002P
隨意推！

-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.47.230 (臺灣)
"
"saiulbb","[新聞] SPC-MLB》29歲明星強打好夯 巨人、馬林魚都想搶","Fri Nov 19 21:46:47 2021","295","185","1. 新聞來源：
自由體育
2. 新聞標題：
MLB》29歲明星強打好夯 巨人、馬林魚都想搶
3. 新聞內容：
2021/11/19 08:57
https://img.ltn.com.tw/Upload/sports/page/800/2021/11/19/phpfvD86P.jpg
卡斯泰拉諾斯。（USA TODAY Sports）
〔體育中心／綜合報導〕29歲明星強打卡斯泰拉諾斯（Nick Castellanos）本季打出生涯
年，球季結束後決定放棄未來2年3400萬美元合約成為自由球員，《MLB Network》記者摩
洛西（Jon Morosi）今天爆料，巨人和馬林魚都對這位明星外野手抱持強烈興趣。
卡斯泰拉諾斯本季出賽138場，繳出打擊率3成09、34轟、100分打點，並首度獲選明星賽
和銀棒獎殊榮，擺脫去年縮水賽季低潮，他也決定投入自由市場測試水溫，希望能在當打
之年簽下一筆巨額合約。
巨人今年打出107勝驚奇成績，但在國聯分區季後賽遭道奇5戰淘汰止步首輪，陣中明星鐵
捕波西（Buster Posey）季後震撼宣布退休，季中交易來的「老大」布萊恩（Kris
Bryant）合約也到期，勢必造成戰力折損，若最終沒能簽回布萊恩，球隊可能轉而追尋卡
斯泰拉諾斯加盟。
但巨人想要輕易爭取到卡斯泰拉諾斯並沒那麼容易，馬林魚也被外界視為可能去處，他們
今年戰績雖僅67勝95敗，近18年來更僅在去年意外打進季後賽，但他們的主場距離卡斯泰
拉諾斯過去就讀的高中僅40公里遠，有機會靠「地緣」之利，在爭奪戰中取得優勢。
4. 新聞連結：
https://sports.ltn.com.tw/news/breakingnews/3741580
5. 備註：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.56.143.149 (臺灣)
"
"knight45683","[討論] 羅力看著現在的邦邦 會想些什麼","Fri Nov 19 20:20:56 2021","562","92","我不是很想這麼說
但其實季初的時候 我一直覺得今年羅力百勝應該沒問題
畢竟都90勝了 依羅力的實力只要不受傷 十拿九穩
至於最後結果怎麼樣 我想大家都知道了

只是我最近看邦邦的比賽就在想
「對啊 像這樣打羅力不就百勝了嗎」
羅力今年投25場 ERA：3.03 WHIP：1.14
不要說25場都維持在這樣高檔
但起碼一半 12場有這樣的水準 就沒問題了吧

不知道羅力看著這樣的邦邦
會想些什麼
https://i.imgur.com/ptaVsoY.png
希望他下一季不要太常露出這種
""花惹...""的表情

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 110.28.36.217 (臺灣)
"
"murray","[新聞] 中職》江坤宇腳踝不適 賽前取消先發","Fri Nov 19 17:54:24 2021","400","53","https://sports.ltn.com.tw/news/breakingnews/3742303
〔記者徐正揚／台中報導〕中信兄弟今天原本安排江坤宇先發守游擊，賽前練習後因為腳
踝不適的狀況未見改善，教練團討論後決定取消他的先發，改派岳東華守游擊。
江坤宇昨天賽後就覺得腳踝不舒服，休息一晚起床後並未好轉，賽前雖參加練習也並簡單
活動，不適的狀況沒有改善，總教練林威助聽取首席教練丘昌榮、內野教練黃泰龍的報告
後，決定調整今天的出賽名單。

球團基於保險起見，派人陪同江坤宇前往醫院接受檢查與治療，考量他再出賽3場就達成
全勤，先讓他隨隊觀察沒下二軍，今天比賽後段可能讓他替補上場，並從二軍緊急叫上潘
志芳以防萬一
==
117場全勤的小可愛終於在季末因為腳踝不適獲得了休息....
更新新聞內容：原來還真的為了全勤不打算讓他休息…
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.227.140.245 (臺灣)
"
"huan0","[討論] 中職辜已不期不待，重心給籃球了嗎？","Fri Nov 19 15:12:59 2021","540","186","今年球場很少看到辜老闆的蒞臨
另一邊的籃球特攻隊首年開始運作
投入了不少關愛，一切都很新鮮的情況下
辜老闆自己的棒球強攻隊
過去經常出現在球場同樂，甚至帶頭拿麥說話
但冠軍一再陣前落馬
如今10年磨一劍磨到人不見，
今年的比賽，辜老闆是不是看開了
乾脆佛系一點，另外重心把籃球搞起來再說？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.51.3.107 (臺灣)
"
